State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment
Missouri,New Madrid County,18030,8681,9349,1.8,80.0,16.0,0.4,0.0,0.0,33846,20261,24.1,9.4
Missouri,Newton County,58237,28926,29311,5.1,86.5,0.9,2.3,1.3,0.9,46723,25837,12.9,5.4
Missouri,Nodaway County,22744,11302,11442,1.6,92.8,2.6,0.3,1.7,0.3,41370,21056,22.6,4.7
Missouri,Oregon County,10779,5261,5518,1.6,94.3,0.2,1.0,0.8,0.0,32070,18309,25.3,5.0
Missouri,Osage County,13610,7105,6505,0.8,97.5,0.7,0.5,0.0,0.0,54503,24995,6.8,3.3
Missouri,Ozark County,9328,4665,4663,1.7,95.7,0.0,0.1,0.3,0.0,32021,17857,27.6,8.4
Missouri,Pemiscot County,17344,8210,9134,2.4,68.9,26.7,0.1,0.0,0.0,32468,18883,28.5,10.7
Missouri,Perry County,19135,9429,9706,2.1,95.6,0.3,0.5,0.7,0.0,54935,24846,8.2,4.1
Missouri,Pettis County,42309,20777,21532,8.6,85.3,2.8,0.1,0.6,0.1,43097,22304,17.2,5.8
Missouri,Phelps County,44873,23605,21268,2.4,89.1,2.5,0.8,3.7,0.0,41681,23691,20.4,6.3
Missouri,Pike County,18517,10202,8315,2.2,88.3,5.9,0.5,0.6,0.1,45112,20947,15.1,4.8
Missouri,Platte County,96899,47719,49180,5.8,82.0,6.6,0.3,2.8,0.0,74199,37443,7.2,4.0
Missouri,Polk County,31347,15257,16090,2.3,93.9,0.6,1.0,0.1,0.1,44805,21357,14.4,5.8
Missouri,Pulaski County,53132,30361,22771,10.9,69.6,11.7,0.7,2.5,0.2,51137,21716,12.8,8.8
Missouri,Putnam County,4846,2436,2410,1.1,96.4,0.5,0.2,0.3,0.0,37028,20729,16.9,5.9
Missouri,Ralls County,10208,5170,5038,1.2,95.8,1.3,0.5,0.5,0.0,50161,24687,13.3,4.5
Missouri,Randolph County,24987,13075,11912,2.0,89.0,5.7,0.5,0.6,0.1,44754,19984,16.5,6.1
Missouri,Ray County,22859,11351,11508,2.3,94.0,1.5,0.5,0.2,0.0,57270,26781,15.6,5.4
Missouri,Reynolds County,6361,3245,3116,1.4,94.4,1.8,0.7,0.1,0.2,40265,21593,17.3,7.6
Missouri,Ripley County,13807,6906,6901,1.3,95.3,0.2,0.4,0.0,0.4,33849,18434,23.4,7.2
Missouri,St. Charles County,385115,189365,195750,3.2,87.7,4.2,0.1,2.3,0.0,78380,35628,5.7,3.6
Missouri,St. Clair County,9396,4744,4652,1.0,94.5,0.9,0.7,0.2,0.0,35066,20827,22.2,8.0
Missouri,Ste. Genevieve County,17882,8934,8948,1.1,95.7,2.6,0.0,0.1,0.0,50959,26418,16.6,4.6
Missouri,St. Francois County,66248,35790,30458,1.5,92.0,4.3,0.2,0.5,0.0,42873,20944,15.4,6.5
Missouri,St. Louis County,999539,474110,525429,2.8,66.9,23.7,0.2,4.0,0.0,62931,38081,9.8,5.9
Missouri,Saline County,23010,11372,11638,9.7,81.1,4.7,0.3,0.8,0.9,41567,21729,17.3,4.6
Missouri,Schuyler County,4450,2204,2246,0.7,97.3,0.8,0.0,0.0,0.0,38848,19882,18.4,6.0
Missouri,Scotland County,4883,2382,2501,0.3,97.5,1.7,0.0,0.0,0.0,42939,23785,16.7,4.6
Missouri,Scott County,38858,18844,20014,2.2,83.6,11.4,0.5,0.4,0.0,41628,22939,20.1,6.0
Missouri,Shannon County,8273,4048,4225,1.8,94.2,0.1,1.4,0.0,0.0,31202,17903,30.5,8.1
Missouri,Shelby County,6084,3053,3031,1.7,95.9,2.0,0.0,0.1,0.0,42593,22349,15.5,4.8
Missouri,Stoddard County,29634,14405,15229,1.6,95.6,1.5,0.1,0.1,0.0,40076,21684,16.8,7.1
Missouri,Stone County,31529,15426,16103,2.1,95.1,0.2,1.1,0.1,0.1,43292,26052,12.8,7.7
Missouri,Sullivan County,6382,3187,3195,18.5,77.5,1.8,0.4,0.4,0.0,42034,21168,15.9,3.4
Missouri,Taney County,54308,26360,27948,5.6,89.4,1.0,0.8,0.9,0.1,39661,21381,17.1,6.3
Missouri,Texas County,25714,13248,12466,2.0,91.2,2.0,2.2,0.2,0.0,35571,17918,25.3,7.1
Missouri,Vernon County,20665,10060,10605,2.1,94.1,1.1,0.6,0.6,0.0,41479,22369,15.2,4.1
Missouri,Warren County,33554,16773,16781,3.2,92.0,2.3,0.5,0.4,0.2,56193,26845,12.8,6.1
Missouri,Washington County,24968,12855,12113,1.3,94.4,2.4,0.2,0.0,0.0,37810,18314,20.2,9.9
Missouri,Wayne County,13369,6597,6772,1.6,95.3,0.6,0.4,0.1,0.0,35135,18897,23.4,8.1
Missouri,Webster County,37558,19170,18388,2.0,94.5,1.2,0.3,0.3,0.2,45185,20468,18.4,4.8
Missouri,Worth County,2053,999,1054,1.2,96.7,0.3,0.1,0.3,0.0,48214,22961,15.0,4.1
Missouri,Wright County,18304,9012,9292,1.7,95.3,0.6,0.2,0.5,0.0,31290,19805,25.0,8.4
Missouri,St. Louis city,314867,152224,162643,3.9,42.9,47.5,0.2,3.1,0.0,38664,26739,25.0,9.4
Montana,Beaverhead County,9360,4694,4666,4.2,91.3,0.1,2.0,0.6,0.0,43880,28420,16.1,4.6
Montana,Big Horn County,13290,6566,6724,5.6,27.7,0.1,65.0,0.1,0.0,47276,17905,26.8,15.9
Montana,Blaine County,6646,3316,3330,2.5,46.2,0.2,49.1,0.0,0.2,35506,17059,32.7,16.8
Montana,Broadwater County,5755,2896,2859,2.6,94.4,0.1,1.5,0.0,0.0,55295,32268,7.8,4.1
Montana,Carbon County,10466,5271,5195,2.4,94.6,0.2,0.8,0.3,0.0,56988,31697,9.9,4.0
Montana,Carter County,1320,660,660,0.3,97.7,0.0,0.4,0.0,0.0,45347,30659,11.8,2.9
Montana,Cascade County,81816,41259,40557,4.2,85.8,1.3,4.2,0.8,0.1,46827,28350,13.1,4.6
Montana,Chouteau County,5812,2884,2928,2.3,76.5,0.1,19.1,0.4,0.0,39577,22014,20.3,3.5
Montana,Custer County,11895,5916,5979,3.2,92.4,0.5,1.3,0.4,0.0,53050,28501,9.8,1.7
Montana,Daniels County,1788,926,862,2.8,96.6,0.0,0.6,0.0,0.0,53591,36108,4.6,1.7
Montana,Dawson County,9324,4869,4455,3.0,92.6,0.5,2.1,0.4,0.0,59622,29130,12.3,1.1
Montana,Deer Lodge County,9131,4778,4353,3.3,90.5,0.4,1.3,0.5,0.0,41235,25107,18.8,2.3
Montana,Fallon County,2925,1526,1399,1.8,93.8,1.4,0.5,1.0,0.0,56806,32371,5.8,1.7
Montana,Fergus County,11327,5701,5626,2.2,94.4,0.1,1.0,0.8,0.7,47110,27491,14.7,2.6
Montana,Flathead County,96147,47965,48182,2.6,93.2,0.3,1.3,0.5,0.0,51410,28379,13.6,4.0
Montana,Gallatin County,100733,52057,48676,3.3,92.3,0.3,0.9,1.3,0.0,59397,33181,13.0,4.3
Montana,Garfield County,1086,560,526,0.2,99.8,0.0,0.0,0.0,0.0,47188,29896,5.1,0.0
Montana,Glacier County,13677,6888,6789,2.8,31.1,0.3,64.1,0.3,0.1,29201,16737,33.1,7.6
Montana,Golden Valley County,747,373,374,8.7,85.7,0.0,0.0,0.0,0.0,43854,25110,18.2,4.4
Montana,Granite County,3206,1622,1584,2.2,94.6,0.1,0.4,0.1,0.0,49063,29144,9.9,6.9
Montana,Hill County,16468,8332,8136,3.5,70.2,0.3,22.7,0.4,0.0,45269,21780,21.2,6.4
Montana,Jefferson County,11625,5955,5670,2.3,93.0,0.1,1.4,0.2,0.0,64911,32387,9.9,5.7
Montana,Judith Basin County,1965,1047,918,2.3,95.6,0.0,1.4,0.0,0.0,43281,28709,13.9,2.9
Montana,Lake County,29518,14595,14923,4.3,65.5,0.2,23.6,0.3,0.1,42582,24348,20.9,8.0
Montana,Lewis and Clark County,66290,32898,33392,3.1,91.7,0.3,1.8,0.6,0.1,60789,31252,11.4,3.2
Montana,Liberty County,2245,1144,1101,0.9,98.6,0.0,0.0,0.0,0.0,46641,36525,13.9,1.9
Montana,Lincoln County,19249,9634,9615,2.7,93.2,0.1,1.0,0.4,0.0,36934,22483,16.4,9.9
Montana,McCone County,1728,923,805,3.2,88.8,0.0,6.9,0.5,0.0,46193,28230,7.7,1.2
Montana,Madison County,7902,4070,3832,3.4,93.8,0.3,0.5,0.1,0.0,47900,31620,10.6,3.4
Montana,Meagher County,2000,972,1028,4.1,93.5,0.0,1.2,0.0,0.0,41343,20095,15.8,3.5
Montana,Mineral County,4194,2121,2073,1.3,96.5,0.2,0.3,0.7,0.0,40117,22894,20.1,7.4
Montana,Missoula County,114231,57590,56641,3.1,89.8,0.4,2.5,1.4,0.0,49412,29681,15.9,6.0
Montana,Musselshell County,4766,2368,2398,2.4,92.9,0.8,0.7,1.5,0.0,38156,23908,17.4,5.6
Montana,Park County,16001,7994,8007,2.7,93.9,0.3,0.6,0.1,0.1,44920,29181,13.4,2.8
Montana,Petroleum County,453,235,218,0.0,98.5,0.0,0.0,1.5,0.0,46429,31549,10.1,5.2
Montana,Phillips County,4139,2096,2043,2.3,84.8,0.0,11.0,0.4,0.0,42101,22369,18.0,8.9
Montana,Pondera County,6081,3004,3077,1.9,81.5,0.4,14.3,0.3,0.0,44597,22866,19.0,5.8
Montana,Powder River County,1610,776,834,2.5,93.2,0.0,1.5,0.0,0.0,51136,31211,8.2,2.4
Montana,Powell County,6852,4243,2609,2.1,90.0,0.6,4.2,1.1,0.0,44352,23990,14.6,1.5
Montana,Prairie County,1325,681,644,1.3,98.6,0.0,0.1,0.0,0.0,50850,28366,10.1,2.5
Montana,Ravalli County,41387,20574,20813,3.3,93.2,0.1,0.6,0.6,0.0,44733,25151,16.0,6.8
Montana,Richland County,11405,5795,5610,5.2,89.4,0.0,3.6,0.5,0.0,66572,33709,5.9,2.6
Montana,Roosevelt County,11218,5543,5675,3.3,35.7,0.2,54.7,0.4,0.0,39219,18030,29.1,10.2
Montana,Rosebud County,9292,4654,4638,4.8,56.2,0.1,36.4,0.9,0.0,54709,23832,19.1,8.6
Montana,Sanders County,11414,5843,5571,2.7,90.3,0.1,3.6,0.5,0.0,36445,23020,21.2,7.6
Montana,Sheridan County,3568,1792,1776,2.6,90.9,0.1,1.4,0.9,0.0,51940,32833,12.2,2.7
Montana,Silver Bow County,34514,17354,17160,4.2,91.0,0.5,2.0,0.8,0.0,40480,26248,19.2,5.9
Montana,Stillwater County,9342,4651,4691,3.5,93.4,0.2,1.0,0.2,0.0,61998,31583,6.5,3.6
Montana,Sweet Grass County,3646,1763,1883,1.6,93.9,0.1,0.0,1.0,0.0,49761,28065,10.4,0.9
Montana,Teton County,6040,2969,3071,1.5,94.2,0.2,1.2,0.2,0.0,51060,26884,9.8,1.7
Montana,Toole County,5031,2865,2166,3.5,88.0,0.1,5.1,0.7,0.0,46735,26354,16.6,1.0
Montana,Treasure County,790,377,413,2.4,94.6,0.0,0.0,1.5,0.0,42454,22880,17.0,0.0
Montana,Valley County,7561,3763,3798,2.4,84.9,0.1,8.9,0.4,0.2,55267,29096,7.4,4.4
Montana,Wheatland County,2108,1084,1024,2.8,94.4,0.0,1.3,0.0,0.0,37222,20165,19.8,3.4
Montana,Wibaux County,1121,560,561,3.7,96.2,0.0,0.2,0.0,0.0,47132,24662,10.8,1.6
Montana,Yellowstone County,156332,76868,79464,5.3,87.0,0.6,4.0,0.6,0.1,57955,32296,10.1,3.5
Nebraska,Adams County,31564,15981,15583,9.4,86.9,0.6,0.1,1.3,0.0,51721,28085,12.4,4.2
Nebraska,Antelope County,6406,3213,3193,3.2,95.3,0.2,0.3,0.4,0.0,46949,28091,11.5,1.9
Nebraska,Arthur County,421,204,217,0.0,97.6,0.0,0.0,0.0,0.0,41250,21799,10.9,0.6
Nebraska,Banner County,728,356,372,7.8,89.4,0.5,0.0,0.0,0.0,55000,30736,8.9,3.2
Nebraska,Blaine County,502,256,246,0.0,98.0,0.0,0.0,0.6,1.4,52000,28503,9.8,1.1
Nebraska,Boone County,5357,2691,2666,2.0,96.7,0.5,0.0,0.1,0.1,53854,28861,7.3,1.7
Nebraska,Box Butte County,11200,5671,5529,12.1,82.3,0.6,2.8,0.3,0.3,56328,28483,10.9,5.1
Nebraska,Boyd County,2049,1038,1011,0.7,95.0,0.5,1.5,0.9,0.0,48750,26413,9.8,1.6
Nebraska,Brown County,3058,1468,1590,1.2,96.5,0.0,0.2,0.4,0.0,42773,29664,16.0,0.6
Nebraska,Buffalo County,48834,24367,24467,8.7,87.4,1.1,0.1,1.3,0.0,55053,28553,14.4,3.1
Nebraska,Burt County,6546,3231,3315,2.7,93.6,0.6,1.8,0.4,0.0,50174,26421,12.3,3.5
Nebraska,Butler County,8105,4085,4020,3.0,95.0,0.5,0.2,0.4,0.0,52448,27216,7.8,4.4
Nebraska,Cass County,25513,12813,12700,3.1,94.0,0.3,0.2,0.3,0.3,68284,32509,6.3,2.8
Nebraska,Cedar County,8561,4349,4212,1.7,97.0,0.0,0.8,0.0,0.0,57208,29694,9.7,1.6
Nebraska,Chase County,3803,1892,1911,10.5,88.9,0.1,0.0,0.0,0.0,54568,33708,8.0,2.3
Nebraska,Cherry County,5792,2871,2921,3.1,88.5,0.0,4.0,0.2,0.2,53226,27891,9.0,2.6
Nebraska,Cheyenne County,10012,4899,5113,6.7,89.9,0.4,0.3,0.8,0.0,58770,32995,10.9,2.5
Nebraska,Clay County,6264,3210,3054,8.9,89.2,0.4,0.2,0.3,0.0,54167,27275,11.1,3.0
Nebraska,Colfax County,10616,5527,5089,44.8,51.1,2.8,0.0,0.6,0.1,54876,23393,8.2,3.5
Nebraska,Cuming County,9039,4557,4482,9.9,88.5,0.1,0.4,0.1,0.2,50734,28762,8.0,2.6
Nebraska,Custer County,10836,5357,5479,2.9,95.0,0.8,0.0,0.8,0.0,48836,32605,11.9,2.5
Nebraska,Dakota County,20529,10074,10455,38.4,49.8,4.3,2.3,3.0,0.0,52401,22463,16.8,7.3
Nebraska,Dawes County,8972,4495,4477,4.8,85.3,0.9,2.8,0.9,2.2,46146,24811,14.3,1.0
Nebraska,Dawson County,23925,12235,11690,33.1,60.0,5.7,0.4,0.0,0.1,51238,24912,13.7,4.2
Nebraska,Deuel County,1901,915,986,7.8,89.5,0.1,1.0,0.3,0.0,53438,28225,11.1,4.1
Nebraska,Dixon County,5765,2905,2860,12.6,85.6,0.3,0.5,0.1,0.1,57036,26094,10.3,3.3
Nebraska,Dodge County,36576,17980,18596,11.8,84.9,0.7,0.3,0.6,0.2,51748,27162,13.2,4.4
Nebraska,Douglas County,549706,270917,278789,12.2,70.2,10.9,0.3,3.4,0.0,58640,32023,13.5,4.4
Nebraska,Dundy County,2017,1004,1013,14.6,84.8,0.1,0.0,0.0,0.0,44653,26949,10.5,3.6
Nebraska,Fillmore County,5603,2800,2803,3.9,94.0,0.6,0.4,0.2,0.0,56750,30874,9.9,2.5
Nebraska,Franklin County,3019,1514,1505,2.1,96.2,0.5,0.0,0.2,0.0,49453,28635,13.3,2.6
Nebraska,Frontier County,2624,1324,1300,1.4,96.4,0.0,0.6,0.1,0.0,52090,27900,10.9,3.2
Nebraska,Furnas County,4814,2356,2458,3.7,94.2,0.3,0.0,0.1,0.0,43400,24522,13.5,2.5
Nebraska,Gage County,21632,10816,10816,2.3,95.0,0.6,0.4,0.6,0.2,52223,27424,9.1,3.2
Nebraska,Garden County,1913,960,953,3.9,94.2,0.2,0.2,0.9,0.0,48125,35602,11.7,1.4
Nebraska,Garfield County,1958,970,988,2.1,96.6,0.2,0.0,0.3,0.0,46509,25856,7.2,1.9
Nebraska,Gosper County,2019,988,1031,2.0,96.2,0.0,0.0,0.6,0.0,61769,31901,5.7,4.6
Nebraska,Grant County,682,346,336,1.9,96.2,0.9,0.0,0.0,0.0,45833,22693,21.1,4.5
Nebraska,Greeley County,2436,1203,1233,2.0,96.2,0.6,0.0,0.4,0.0,47218,25544,9.8,1.7
Nebraska,Hall County,61233,30843,30390,26.8,68.0,2.2,0.3,1.2,0.2,53807,26419,13.5,5.4
Nebraska,Hamilton County,9149,4566,4583,3.2,95.2,0.7,0.1,0.1,0.0,61944,31989,7.2,2.0
Nebraska,Harlan County,3469,1811,1658,3.7,94.2,0.9,0.3,0.3,0.0,46750,26375,12.9,2.0
Nebraska,Hayes County,957,494,463,5.9,93.8,0.0,0.0,0.0,0.0,44946,27183,9.0,1.6
Nebraska,Hitchcock County,2860,1423,1437,0.8,98.9,0.1,0.0,0.0,0.0,41582,25290,14.2,3.1
Nebraska,Holt County,10293,5157,5136,4.3,94.0,0.1,0.8,0.5,0.0,52050,27858,8.9,1.1
Nebraska,Hooker County,684,315,369,2.9,96.2,0.9,0.0,0.0,0.0,41607,27714,17.4,1.0
Nebraska,Howard County,6385,3212,3173,2.5,95.6,0.0,0.0,0.0,0.1,53648,26734,10.2,4.0
Nebraska,Jefferson County,7276,3511,3765,3.6,94.2,0.0,0.7,0.1,0.0,46576,26859,10.6,2.1
Nebraska,Johnson County,5200,3087,2113,9.9,80.8,6.8,0.7,0.9,0.0,49564,22398,10.1,2.2
Nebraska,Kearney County,6547,3229,3318,5.8,92.7,0.1,0.3,0.2,0.0,53207,31234,9.4,3.4
Nebraska,Keith County,8129,4121,4008,6.8,90.5,0.7,0.4,1.1,0.3,45078,27890,13.1,2.8
Nebraska,Keya Paha County,720,368,352,1.1,97.8,0.1,0.0,0.1,0.0,48864,28981,7.7,1.2
Nebraska,Kimball County,3688,1840,1848,8.8,88.2,0.1,0.1,0.8,0.0,43017,24011,11.4,6.0
Nebraska,Knox County,8496,4147,4349,2.6,86.2,0.2,9.2,0.3,0.2,48072,27283,12.3,3.1
Nebraska,Lancaster County,306357,153788,152569,6.7,82.1,3.9,0.4,4.2,0.1,55747,29901,14.0,3.9
Nebraska,Lincoln County,35569,17490,18079,8.2,88.4,0.9,0.2,0.6,0.0,55875,29687,12.6,2.7
Nebraska,Logan County,919,471,448,2.9,93.9,0.7,0.2,0.0,0.0,50278,24624,9.7,1.1
Nebraska,Loup County,537,260,277,0.0,99.6,0.0,0.4,0.0,0.0,58625,29248,8.9,0.7
Nebraska,McPherson County,432,221,211,0.9,96.8,0.0,0.0,0.0,0.0,60714,27241,16.0,0.0
Nebraska,Madison County,35062,17437,17625,14.5,80.7,1.4,1.3,1.1,0.0,49865,26093,16.0,3.2
Nebraska,Merrick County,7829,3898,3931,4.1,92.9,0.6,0.2,0.1,0.0,53536,27223,10.0,3.3
Nebraska,Morrill County,4903,2460,2443,15.4,82.1,0.8,0.5,0.1,0.0,44201,25120,9.4,3.7
Nebraska,Nance County,3569,1764,1805,2.5,96.9,0.1,0.3,0.1,0.1,45428,26852,11.7,2.0
Nebraska,Nemaha County,7041,3476,3565,2.6,94.3,1.4,0.6,0.7,0.0,55536,28572,11.5,5.7
Nebraska,Nuckolls County,4318,2163,2155,2.6,95.5,0.3,0.0,1.2,0.0,42055,24426,10.8,1.7
Nebraska,Otoe County,15875,7783,8092,7.6,89.5,0.2,0.4,0.5,0.0,54605,28567,10.0,3.0
Nebraska,Pawnee County,2704,1317,1387,1.8,95.4,0.0,0.2,0.0,0.0,42176,27196,20.5,2.7
Nebraska,Perkins County,2904,1474,1430,3.8,95.5,0.1,0.0,0.0,0.0,58125,30923,4.8,1.1
Nebraska,Phelps County,9163,4603,4560,5.4,92.7,0.1,0.2,0.2,0.0,56408,30166,7.1,0.7
Nebraska,Pierce County,7175,3598,3577,1.6,96.7,0.3,0.1,0.4,0.1,55417,28766,6.8,3.8
Nebraska,Platte County,32875,16662,16213,17.6,80.0,0.4,0.3,0.6,0.0,58679,28187,8.6,3.9
Nebraska,Polk County,5244,2578,2666,4.8,92.9,0.1,0.3,0.1,0.0,63667,32424,7.6,4.6
Nebraska,Red Willow County,10870,5552,5318,4.9,92.2,1.1,0.0,0.3,0.0,42882,25006,11.7,4.9
Nebraska,Richardson County,8045,4036,4009,1.9,92.5,0.2,1.8,0.2,0.0,46839,28109,16.3,4.0
Nebraska,Rock County,1381,690,691,0.9,97.6,0.3,0.0,0.0,0.0,52361,33867,9.7,1.4
Nebraska,Saline County,14325,7320,7005,24.3,70.7,0.7,0.4,2.9,0.0,50932,22324,11.6,2.8
Nebraska,Sarpy County,175188,87568,87620,8.7,81.8,3.7,0.3,2.5,0.1,75752,33103,5.3,3.3
Nebraska,Saunders County,20953,10546,10407,2.1,95.6,0.3,0.2,0.3,0.0,65015,31163,9.0,2.2
Nebraska,Scotts Bluff County,36509,17659,18850,23.4,72.6,0.6,1.2,0.6,0.0,47975,26532,13.2,5.2
Nebraska,Seward County,17045,8582,8463,2.5,95.0,0.5,0.1,0.6,0.0,63095,29398,9.2,2.5
Nebraska,Sheridan County,5241,2604,2637,4.7,81.9,0.5,8.7,0.4,0.0,41209,25817,15.8,1.5
Nebraska,Sherman County,3048,1518,1530,2.0,97.1,0.0,0.0,0.6,0.0,48704,27983,10.7,1.7
Nebraska,Sioux County,1256,647,609,3.8,90.0,0.4,0.2,0.2,0.0,45375,26852,12.4,0.0
Nebraska,Stanton County,6020,3013,3007,5.3,92.2,1.3,0.0,0.3,0.0,57534,29517,9.5,3.1
Nebraska,Thayer County,5133,2547,2586,2.3,95.5,0.3,0.3,0.0,0.0,48151,31129,10.9,1.2
Nebraska,Thomas County,643,344,299,0.6,97.4,0.0,0.3,0.0,0.0,53173,29243,12.4,1.9
Nebraska,Thurston County,7055,3502,3553,5.1,36.7,0.2,55.6,0.7,0.0,44701,19380,30.5,15.4
Nebraska,Valley County,4252,2111,2141,2.8,95.7,0.4,0.2,0.0,0.0,50270,27271,11.5,1.5
Nebraska,Washington County,20414,10118,10296,2.8,94.7,1.0,0.1,0.3,0.0,66485,33136,9.8,1.7
Nebraska,Wayne County,9409,4772,4637,5.5,90.2,2.1,0.5,0.5,0.0,58093,27292,13.5,2.0
Nebraska,Webster County,3597,1774,1823,4.7,92.1,0.2,0.0,0.6,0.1,43831,26136,11.3,2.1
Nebraska,Wheeler County,846,444,402,0.7,98.9,0.0,0.0,0.1,0.0,49706,28257,2.6,0.4
Nebraska,York County,13832,6795,7037,4.9,90.9,1.2,0.3,0.3,0.0,59966,28298,9.7,2.4
Nevada,Churchill County,24022,12177,11845,13.4,73.9,2.4,4.0,2.4,0.2,46914,25211,13.8,7.8
Nevada,Clark County,2112436,1056002,1056434,30.7,44.1,10.8,0.4,9.5,0.7,54882,27719,14.6,8.3
Nevada,Douglas County,47632,24047,23585,12.3,81.1,0.6,1.8,1.3,0.2,61176,35727,9.8,6.2
Nevada,Elko County,52377,27185,25192,24.2,67.2,0.8,5.2,1.0,0.2,76178,32498,11.5,4.4
Nevada,Esmeralda County,1102,485,617,15.6,80.0,0.7,2.4,0.0,0.0,39405,23755,6.8,3.9
Nevada,Eureka County,1728,849,879,1.6,96.7,0.1,1.7,0.0,0.0,67159,35606,10.0,0.0
Nevada,Humboldt County,17088,8879,8209,26.5,65.8,0.6,4.5,0.3,0.0,69324,29215,9.1,7.3
Nevada,Lander County,5887,3276,2611,26.8,67.8,0.1,4.2,0.1,0.5,79865,30256,13.2,7.6
Nevada,Lincoln County,5203,2780,2423,8.7,83.7,2.6,3.2,1.0,0.0,52971,27218,12.1,9.3
Nevada,Lyon County,52303,26400,25903,16.2,76.1,0.9,1.9,1.1,0.2,50920,25063,13.7,9.8
Nevada,Mineral County,4471,2165,2306,11.1,58.1,0.8,21.6,4.6,0.0,39375,22791,20.3,20.6
Nevada,Nye County,43296,21789,21507,14.2,77.2,3.0,1.5,1.6,0.4,44225,23740,17.3,11.4
Nevada,Pershing County,6661,4337,2324,23.8,66.1,4.7,2.8,1.3,0.5,52308,19201,15.0,4.2
Nevada,Storey County,3891,1894,1997,6.7,86.7,0.7,1.4,1.9,0.0,63607,36388,7.7,4.2
Nevada,Washoe County,445551,224212,221339,23.9,63.7,2.1,1.3,5.2,0.6,58595,31879,13.3,6.8
Nevada,White Pine County,9858,5820,4038,15.3,72.7,4.7,5.7,0.8,0.2,60358,25350,13.0,6.2
Nevada,Carson City,54219,27794,26425,23.4,68.1,1.6,2.0,2.4,0.1,49341,28044,14.7,7.7
New Hampshire,Belknap County,60383,29705,30678,1.6,95.3,0.5,0.2,1.0,0.0,65834,33849,9.1,4.9
New Hampshire,Carroll County,47524,23734,23790,1.4,96.1,0.5,0.1,0.6,0.0,58139,35646,9.2,4.7
New Hampshire,Cheshire County,76109,37199,38910,1.7,94.5,0.7,0.2,1.3,0.0,60148,32072,10.2,4.5
New Hampshire,Coos County,32119,16923,15196,1.7,93.6,2.3,0.4,0.6,0.1,45386,25895,13.3,6.1
New Hampshire,Grafton County,89280,43952,45328,2.2,91.2,1.0,0.4,3.4,0.1,61036,35255,10.9,4.0
New Hampshire,Hillsborough County,406371,201775,204596,6.3,85.7,2.1,0.1,3.8,0.0,75777,37622,8.6,4.8
New Hampshire,Merrimack County,147958,72864,75094,2.0,93.1,1.2,0.1,1.8,0.0,69856,34475,7.7,4.0
New Hampshire,Rockingham County,302479,149778,152701,2.7,93.2,0.7,0.1,1.9,0.0,85619,43474,4.8,4.3
New Hampshire,Strafford County,126552,61938,64614,2.2,91.4,0.8,0.0,3.2,0.0,67805,32540,9.5,4.4
New Hampshire,Sullivan County,43073,21263,21810,1.4,95.4,0.4,0.3,0.6,0.0,59419,31301,9.4,3.7
New Jersey,Atlantic County,272926,132171,140755,18.5,56.4,14.3,0.2,8.4,0.0,57514,29941,15.3,10.9
New Jersey,Bergen County,937920,454204,483716,18.9,57.8,5.3,0.1,16.2,0.0,91572,46601,7.2,5.2
New Jersey,Burlington County,449192,220995,228197,7.6,68.3,15.7,0.0,4.8,0.0,82839,39528,6.4,6.9
New Jersey,Camden County,510996,246942,264054,16.1,57.5,18.1,0.1,5.7,0.0,65037,32931,13.1,7.9
New Jersey,Cape May County,94549,46158,48391,7.4,85.6,4.5,0.0,1.0,0.0,62332,36256,10.6,8.4
New Jersey,Cumberland County,154952,79550,75402,29.7,47.4,17.7,0.5,1.3,0.0,50000,23012,18.8,9.0
New Jersey,Essex County,800401,384515,415886,22.4,31.1,38.8,0.1,5.1,0.0,57365,35133,16.7,10.4
New Jersey,Gloucester County,291372,141589,149783,5.8,79.1,9.9,0.0,3.0,0.0,81489,36205,7.9,7.4
New Jersey,Hudson County,679756,337345,342411,43.2,28.8,10.8,0.1,15.0,0.1,62681,35910,17.1,7.1
New Jersey,Hunterdon County,125717,62901,62816,6.2,86.3,2.5,0.1,3.8,0.0,110969,54200,4.5,4.4
New Jersey,Mercer County,373362,182693,190669,16.9,50.8,19.7,0.0,10.7,0.0,77027,40064,11.3,7.5
New Jersey,Middlesex County,837288,412127,425161,20.4,44.3,9.3,0.1,23.9,0.0,83133,36558,8.6,6.4
New Jersey,Monmouth County,627551,305192,322359,10.6,75.4,6.7,0.1,5.4,0.0,91807,46736,7.6,6.0
New Jersey,Morris County,498847,244480,254367,13.0,72.0,3.0,0.0,10.1,0.0,107034,53491,4.6,5.2
New Jersey,Ocean County,589699,283959,305740,9.0,84.9,2.8,0.0,1.9,0.0,65771,33312,10.9,6.7
New Jersey,Passaic County,510563,248308,262255,40.5,42.0,10.6,0.2,5.2,0.0,63339,29393,17.0,6.0
New Jersey,Salem County,63776,31105,32671,8.3,75.1,13.1,0.2,0.9,0.0,63934,31681,14.2,8.0
New Jersey,Somerset County,333316,162775,170541,14.4,57.7,9.0,0.1,17.0,0.0,106046,51923,4.8,4.9
New Jersey,Sussex County,143570,71475,72095,7.5,87.2,2.0,0.0,2.0,0.0,89238,41272,5.3,6.4
