full_name,diameter,rot_per
 20545 Karenhowell (1999 RS104),3.106,28.299
 20553 Donaldhowk (1999 RQ113),3.210,5.255
 20562 (1999 RV120),7.853,135.4
 20573 Garynadler (1999 RW137),4.061,4.02
 20579 (1999 RX149),5.103,3.242
 20580 Marilpeters (1999 RG151),3.658,3.14
 20586 Elizkolod (1999 RR160),6.300,3.23
 20596 (1999 RX188),3.552,18.386
 20599 (1999 RD196),4.461,2.866
 20604 Vrishikpatil (1999 RW205),7.042,5.947
 20606 Widemann (1999 RM214),9.153,26.006
 20610 (1999 RK235),4.320,7.389
 20623 Davidyoung (1999 TS11),6.157,19.936
 20628 (1999 TS40),17.937,68.1
 20635 (1999 TV96),23.612,5.488
 20636 (1999 TC97),4.259,29.701
 20639 Michellouie (1999 TD109),4.021,3.506
 20660 (1999 UF),11.147,13.056
 20676 (1999 VA7),17.570,5.605
 20681 (1999 VH10),4.919,8.974
 20688 (1999 VR62),8.419,4.657
 20690 Crivello (1999 VY66),3.447,4.68
 20694 (1999 VT82),3.396,3.322
 20699 (1999 VJ144),5.476,2.80
 20703 (1999 VC203),4.197,6.020
 20709 (1999 XM8),4.116,6.743
 20711 (1999 XF12),6.904,22.872
 20713 (1999 XA32),20.690,3.5
 20724 (1999 XO116),8.007,9.874
 20729 (1999 XS143),50.961,5.72
 20730 Jorgecarvano (1999 XC151),4.951,4.537
 20740 Semery (1999 XB228),12.872,7.970
 20744 (2000 AO151),6.089,28.64
 20747 (2000 AM186),7.247,5.422
 20749 (2000 AD199),6.375,12.
 20762 (2000 EE36),24.079,8.891
 20774 (2000 RP3),6.513,3.789
 20788 (2000 SB29),5.066,13.343
 20794 Ryanolson (2000 SD161),2.164,2.645
 20796 Philipmunoz (2000 SN169),4.164,272.799
 20805 (2000 SC220),6.225,18.634
 20809 Eshinjolly (2000 SW259),3.429,4.304
 20812 Shannonbabb (2000 SL269),7.650,4.40
 20813 Aakashshah (2000 SB274),4.430,9.821
 20815 (2000 SZ318),4.236,11.020
 20842 (2000 UG75),9.494,3.664
 20855 Arifawan (2000 VV27),2.910,7.80
 20885 (2000 WD2),6.749,3.038
 20891 (2000 WN28),12.816,20.417
 20898 Fountainhills (2000 WE147),37.31,12.84
 20900 (2000 XW4),6.549,203.774
 20902 Kylebeighle (2000 XY6),4.622,5.430
 20906 (2727 P-L),2.649,11.57
 20932 (2258 T-1),5.169,4.3245
 20936 Nemrut Dagi (4835 T-1),3.567,3.2754
 20942 (2092 T-2),2.464,2.345
 20953 (1068 T-3),12.125,16.462
 20995 (1985 VY),26.203,10.474
 20996 (1986 PB),2.957,43.6
 21003 (1987 YV1),3.852,9.278
 21018 (1988 VV1),15.082,5.172
 21022 Ike (1989 CR),8.111,7.550
 21023 (1989 DK),7.314,7.598
 21033 Akahirakiyozo (1989 UM),3.121,17.291
 21041 (1990 QO1),9.113,5.077
 21086 (1992 AO1),3.841,19.025
 21088 Chelyabinsk (1992 BL2),4.231,22.49
 21104 Sveshnikov (1992 PY),3.614,2.840
 21111 (1992 RP3),4.271,3.285
 21114 Bernson (1992 RS5),1.925,3.804
 21119 (1992 UJ),5.734,12.886
 21168 (1994 AC8),2.474,6.00
 21171 (1994 CG1),2.929,2.668
 21181 (1994 EB2),4.449,33.8
 21206 (1994 PT28),11.001,203.833
 21207 (1994 PH29),4.773,120.
 21212 (1994 PG39),5.688,4.36
 21217 (1994 VM1),9.659,11.791
 21222 (1995 BT),12.167,4.020
 21229 Susil (1995 SM1),3.945,6.11
 21275 Tosiyasu (1996 SJ7),1.792,6.971
 21302 Shirakamisanchi (1996 XU),2.260,3.884
 21310 (1996 XM5),3.933,12.
 21322 (1997 AV2),5.890,7.689
 21338 (1997 CZ),3.828,16.838
 21397 Leontovich (1998 FJ54),2.074,5.836
 21402 Shanhuang (1998 FE58),1.774,3.382
 21406 Jimyang (1998 FZ63),2.873,9.185
 21411 Abifraeman (1998 FY66),4.841,11.02020
 21415 Nicobrenner (1998 FM70),3.581,3.37
 21436 Chaoyichi (1998 FL116),1.953,2.87
 21485 Ash (1998 HV137),2.190,12.260
 21486 (1998 HA148),4.055,12.3
 21489 (1998 JU),5.011,7.124
 21496 Lijianyang (1998 JQ2),7.311,4.542
 21504 Caseyfreeman (1998 KS19),5.291,44.568
 21521 Hippalgaonkar (1998 KU55),6.161,3.226
 21525 (1998 MP23),11.822,9.213
 21528 Chrisfaust (1998 MU33),3.581,3.918
 21540 Itthipanyanan (1998 QE11),12.263,15.289
 21550 Laviolette (1998 QS44),10.122,13.61
 21554 Leechaohsi (1998 QR69),15.196,6.321
 21557 Daniellitt (1998 QE73),12.179,4.233
 21558 Alisonliu (1998 QW77),6.670,4.866
 21565 (1998 QZ102),12.508,8.73
 21566 (1998 QM103),5.229,3.084
 21580 Portalatin (1998 SY57),6.218,3.627
 21593 (1998 VL27),21.922,10.747
 21594 (1998 VP31),9.825,5.5865
 21599 (1998 WA15),28.312,12.651
 21601 (1998 XO89),54.909,12.65
 21605 Reynoso (1999 CL81),8.024,5.172
 21609 Williamcaleb (1999 JQ41),4.371,112.
 21615 Guardamano (1999 JQ76),1.784,2.964
 21619 Johnshopkins (1999 JN136),2.701,5.256
 21625 Seira (1999 NN2),3.924,3.084
 21632 Suwanasri (1999 NR11),8.232,8.629
 21652 Vasishtha (1999 OQ2),10.516,16.29
 21663 Banat (1999 RM),11.187,9.6
 21666 (1999 RW1),7.283,7.493
 21688 (1999 RK37),9.520,5.6960
 21714 Geoffreywoo (1999 RX109),8.268,3.162
 21720 Pilishvili (1999 RQ119),3.163,4.
 21723 Yinyinwu (1999 RT128),8.159,297.889
 21745 Shadfan (1999 RX168),3.462,2.77
 21766 (1999 RW208),18.031,5.841
 21770 Wangyiran (1999 RF211),3.728,7.862
 21792 (1999 ST7),14.083,15.248
 21795 Masi (1999 SN9),3.150,13.862
 21816 (1999 TE31),4.642,20.
 21842 (1999 TH102),10.114,9.458
 21848 (1999 TO116),3.914,10.035
 21873 Jindrichuvhradec (1999 UU3),7.183,50.587
 21900 Orus (1999 VQ10),50.810,13.45
 21928 Prabakaran (1999 VX55),5.907,12.616
 21946 (1999 VD138),4.725,2.141
 21954 (1999 VU178),8.657,115.666
 21955 (1999 VW178),4.935,5.716
 21982 (1999 XL8),6.414,2.059
 21996 (1999 XP31),6.807,6.872
 22001 (1999 XY41),9.869,9.64
 22013 (1999 XO89),5.766,6.5
 22034 (1999 XL168),5.488,3.35
 22038 Margarshain (1999 XJ182),2.093,4.721
 22044 (1999 XS206),20.654,5.265
 22056 (2000 AU31),24.775,358.
 22058 (2000 AA64),17.105,17.04
 22062 (2000 AL99),9.512,10.581
 22064 Angelalewis (2000 AQ99),4.619,5.156
 22081 (2000 AA165),5.065,3.372
 22092 (2000 AQ199),4.943,18.854
 22096 (2000 AF229),5.808,29.947
 22100 (2000 GV93),7.232,135.729
 22112 Staceyraw (2000 QO181),4.578,38.610
 22124 (2000 ST183),2.022,4.76
 22131 (2000 UK4),4.705,22.86
 22135 (2000 UA100),6.453,393.
 22149 (2000 WD49),48.190,7.84
 22161 Santagata (2000 WR123),3.335,8.541
 22166 (2000 WX154),4.715,800.
 22171 Choi (2000 WK179),7.528,72.498
 22176 (2000 XG36),6.529,4.794
 22180 (2000 YZ),39.753,19.39
 22181 (2000 YA6),3.766,5.673
 22195 Nevadodelruiz (3509 P-L),3.520,14.56
 22206 (6735 P-L),6.198,4.601
 22225 (4091 T-2),6.477,4.061
 22231 (2239 T-3),3.059,3.417
 22236 (3535 T-3),2.701,3.003
 22258 (1979 MB3),4.499,12.260
 22275 Barentsen (1982 BU),6.053,40.424
 22280 Mandragora (1985 CD2),9.864,28.48
 22295 (1989 SZ9),7.129,3.80
 22305 (1990 SD2),2.932,2.751
 22321 (1991 RP),3.595,10.414
 22324 (1991 RQ9),3.726,3.734
 22338 Janemojo (1992 LE),8.210,3.107
 22339 (1992 OL3),8.193,8.350
 22357 (1992 YJ),8.506,103.
 22412 (1995 UQ4),11.674,4.487
 22418 (1995 WM4),4.980,3.22
 22419 (1995 WP5),6.423,2.553
 22424 (1995 YS21),4.134,6.823
 22425 (1996 AZ),4.871,8.386
 22442 Blaha (1996 TM9),1.982,4.38
 22451 Tymothycoons (1996 VN6),4.270,2.715
 22463 (1997 AT13),2.116,4.496
 22478 (1997 EM48),2.687,21.6
 22481 Zachlynn (1997 GM13),9.201,10.244
 22486 (1997 GZ22),3.337,5.157
 22491 (1997 GX32),5.064,27.012
 22497 Immanuelfuchs (1997 KG),4.136,5.952
 22515 (1998 DJ15),2.360,6.558
 22558 Mladen (1998 HH3),1.658,3.452
 22600 (1998 HH123),6.349,3.23
 22603 Davidoconnor (1998 HK133),3.464,3.11
 22609 (1998 JT1),3.356,98.424
 22637 (1998 MR22),5.354,3.136
 22656 Aaronburrows (1998 QV7),4.217,36.859
 22657 (1998 QN8),6.007,3.166
 22662 (1998 QL18),8.095,16.460
 22666 Josephchurch (1998 QE24),3.446,5.218
 22678 (1998 QB42),6.931,21.801
 22685 Dominguez (1998 QL51),4.062,17.482
 22722 Timothycooper (1998 SE54),6.328,10.934
 22739 Sikhote-Alin (1998 SA144),4.272,20.750
 22742 (1998 TX5),5.658,6.62
 22764 (1999 AX3),2.470,76.886
 22769 Aurelianora (1999 BD4),10.935,12.172
 22776 Matossian (1999 CS24),3.231,3.407
 22791 Twarog (1999 LL7),2.051,19.697
 22793 (1999 NW1),3.497,67.0
 22805 (1999 RR2),15.730,5.334
 22812 Ricker (1999 RY15),5.064,129.207
 22844 (1999 RU111),6.663,5.763
 22895 (1999 TV5),4.651,7.537
 22899 Alconrad (1999 TO14),5.682,4.03
 22941 (1999 TG194),2.650,20.039
 22949 (1999 TH238),2.263,6.644
 22973 (1999 VW16),3.867,97.832
 22977 (1999 VF24),6.742,4.532
 22998 Waltimyer (1999 VY70),5.860,4.944
 23002 Jillhirsch (1999 VX92),2.326,6.62
 23004 (1999 VH114),6.557,7.147
 23007 (1999 VC145),2.376,3.703
 23021 (1999 WR3),5.225,3.50
 23026 (1999 WV9),11.710,8.
 23056 (1999 XL44),4.319,6.647
 23058 (1999 XP45),12.031,13.701
 23073 (1999 XT75),8.447,2.744
 23092 (1999 XT136),4.188,3.078
 23097 (1999 XF157),4.916,13.22
 23123 (2000 AU57),25.883,467.257
 23134 (2000 AU142),10.740,4.189
 23135 (2000 AN146),66.230,8.69
 23143 (2000 AZ177),11.537,12.45
 23167 (2000 GL124),11.146,38.438
 23177 (2000 JD58),4.620,4.3819
 23183 (2000 OY21),1.098,6.981
 23184 (2000 OD36),8.966,29.09
 23186 (2000 PO8),28.211,5.003
 23190 Klages-Mundt (2000 QP29),2.792,7.274
 23200 (2000 SH3),6.673,16.22
 23214 Patrickchen (2000 UQ73),3.463,7.400
 23219 (2000 VW23),5.363,10.813
 23228 Nandinisarma (2000 WQ57),2.349,67.582
 23236 (2000 WX100),8.812,3.854
 23245 Fujimura (2000 WP168),2.104,4.156
 23247 (2000 WG174),7.210,4.130
 23255 (2000 YD17),9.687,13.56
 23276 (2000 YT101),5.981,3.661
 23278 (2000 YD105),7.059,8.502
 23327 Luchernandez (2001 BE31),2.475,4.933
 23336 (2579 P-L),3.540,2.56
 23339 (3025 P-L),7.074,4.85
 23374 (2207 T-2),7.699,5.42
 23384 (5163 T-2),7.177,11.523
 23405 Nisyros (1973 SB1),15.032,11.037
 23415 (1979 MQ3),5.143,10.796
 23422 (1981 DF1),5.872,4.931
 23436 Alekfursenko (1982 UF8),8.434,3.628
 23438 (1984 SZ5),2.975,8.342
 23476 (1990 VE4),3.764,2.815
 23478 (1991 BZ),7.869,133.406
 23480 (1991 EL),27.621,4.07
 23482 (1991 LV),4.486,3.357
 23500 (1992 AT2),4.020,3.189
 23501 (1992 CK1),4.558,132.695
 23507 (1992 EQ13),7.665,3.11
 23533 (1993 PU5),3.415,4.230
 23534 (1993 QP3),4.434,12.97
 23543 (1993 UK),7.220,6.034
 23547 Tognelli (1994 DG),4.614,5.798
 23578 Baedeker (1995 DR13),9.693,8.17154
 23587 Abukumado (1995 TE8),4.189,3.054
 23588 (1995 UX3),2.589,7.197
 23598 (1995 WL13),4.003,10.577
 23615 (1996 FK12),3.536,368.
 23668 Eunbekim (1997 FR4),3.077,10.726
 23678 (1997 GW32),2.697,8.01
 23681 Prabhu (1997 GC36),3.358,36.5
 23690 (1997 JD14),7.288,2.861
 23692 (1997 KA),7.082,10.430
 23701 Liqibin (1997 PC1),8.080,4.584
 23706 (1997 SY32),14.114,7.04
 23707 Chambliss (1997 TZ7),7.198,5.06632
 23708 (1997 TR18),8.517,3.978
 23709 (1997 TA28),20.368,13.08
 23712 Willpatrick (1998 AA),7.660,3.902
 23718 Horgos (1998 GO10),2.944,3.57
 23766 (1998 MZ23),4.535,2.721
 23795 (1998 QW32),10.015,9.473
 23806 (1998 QD40),7.721,4.030
 23808 Joshuahammer (1998 QL42),3.479,4.386
 23814 Bethanylynne (1998 QE49),4.982,10.160
 23818 Matthewlepow (1998 QZ50),3.910,6.534
 23848 (1998 RJ1),10.416,5.660
 23852 Laurierumker (1998 RN35),4.552,2.461
 23860 (1998 RU56),3.534,6.725
 23870 (1998 RW75),10.557,5.570
 23873 (1998 RL76),5.664,13.856
 23874 (1998 RB77),5.955,8.14
 23875 Strube (1998 RC77),7.084,4.245
 23876 (1998 RZ79),6.185,5.318
 23892 (1998 SH49),4.222,3.720
 23900 Urakawa (1998 SO61),10.920,7.93
 23902 (1998 SN64),4.739,3.636
 23939 (1998 TV33),24.482,12.868
 23947 (1998 UH16),18.951,5.72
 23948 (1998 UQ18),9.572,5.675
 23958 (1998 VD30),46.001,562.
 23959 (1998 VZ36),6.680,5.665
 23968 (1998 XA13),31.358,11.140
 23971 (1998 YU9),8.284,6.8949
 23974 (1999 CK12),2.004,5.485
 23979 (1999 JL82),4.899,2.49
 23993 (1999 RS13),4.225,4.097
 23997 (1999 RW27),7.021,17.82
 24005 Eddieozawa (1999 RB59),4.356,3.278
 24007 (1999 RE91),1.624,12.63
 24018 (1999 RU134),24.206,6.151
 24030 (1999 RT206),8.547,3.205
 24036 (1999 SP4),8.757,4.411
 24038 (1999 SL8),4.310,2.880
 24039 (1999 SS8),3.934,8.586
 24053 Shinichiro (1999 TS36),1.977,6.211
 24077 (1999 TD233),2.284,30.86
 24094 (1999 UN60),5.197,2.5768
 24101 Cassini (1999 VA9),7.051,3.986
 24107 (1999 VS19),15.523,249.046
 24114 (1999 VV23),4.967,8.244
 24115 (1999 VH24),3.202,2.635
 24117 (1999 VQ26),2.109,3.506
 24120 Jeremyblum (1999 VR33),8.317,9.14
 24178 (1999 XL7),15.958,9.196
 24191 Qiaochuyuan (1999 XK30),6.076,42.782
 24192 (1999 XM30),12.148,19.9
 24215 Jongastel (1999 XN68),2.949,11.036
 24222 (1999 XW74),4.444,3.7824
 24242 (1999 XY100),2.908,49.94
 24260 Krivan (1999 XW127),8.320,3.318
 24275 (1999 XW167),28.389,57.98
 24290 (1999 XS190),8.472,5.36
 24301 Gural (1999 XZ233),4.308,7.656
 24315 (2000 AV4),9.641,10.55
 24357 (2000 AC115),21.845,264.
 24388 (2000 AB175),20.460,6.972
 24394 (2000 AD186),3.173,2.81
 24403 (2000 AX193),29.392,5.347
 24404 (2000 AB194),9.776,3.721
 24405 (2000 AT197),5.618,20.1835
 24410 Juliewalker (2000 AZ236),3.473,6.4839
 24416 (2000 BF2),9.243,6.265
 24435 (2000 DN),8.084,9.60
 24442 (2000 GM122),4.988,10.531
 24446 (2000 PR25),31.392,10.74
 24448 (2000 QE42),25.907,8.33
 24451 (2000 QS104),40.666,17.18
 24454 (2000 QF198),28.224,500.
 24459 (2000 RF103),28.326,6.647
 24466 (2000 SC156),10.536,271.923
 24470 (2000 SJ310),33.067,11.60
 24471 (2000 SH313),29.125,344.144
 24478 (2000 WC145),19.439,16.13
 24499 (2001 AL30),4.008,9.219
 24516 (2001 BB66),6.287,3.86
 24523 Sanaraoof (2001 CV3),2.550,3.803
 24530 (2001 CP18),25.883,45.2
 24534 (2001 CX27),29.913,19.417
 24537 (2001 CB35),31.158,10.489
 24615 (1978 VO5),2.182,11.03
 24683 (1990 DV3),3.687,10.0
 24702 (1991 OR),1.750,59.5
 24756 (1992 VF),2.397,12.265
 24783 (1993 SQ13),6.927,4.19
 24815 (1994 VQ6),1.381,31.17
 24822 (1995 BW11),12.271,5.71
 24827 Maryphil (1995 RA),5.948,11.653
 24844 (1995 VM1),5.202,5.353
 24856 Messidoro (1996 AA4),4.469,2.39
 24869 (1996 FZ),3.516,6.18
 24988 Alainmilsztajn (1998 MM2),2.241,2.852
 25011 (1998 PP1),17.133,6.336
 25014 Christinepalau (1998 QT),4.049,12.00
 25028 (1998 QL26),3.202,5.88
 25045 Baixuefei (1998 QU43),2.546,4.174
 25050 Michmadsen (1998 QN50),3.400,9.748
 25070 (1998 QY90),3.565,14.692
 25079 (1998 QU103),5.583,3.19
 25081 (1998 QR108),3.641,31.645
 25143 Itokawa (1998 SF36),0.33,12.132
 25164 Sonomastate (1998 SJ62),3.160,16.238
 25171 (1998 SX66),3.818,11.6
 25186 (1998 SY115),3.587,6.4233
 25215 (1998 SC164),3.027,21.872
 25220 (1998 TQ6),2.701,8.65
 25228 Mikekitt (1998 TR30),6.580,6.194
 25241 (1998 UF14),5.998,5.146
 25253 (1998 UV29),4.968,3.789
 25262 (1998 VL14),4.479,17.732
 25263 (1998 VM16),16.896,5.114
 25282 (1998 WR),7.677,11.513
 25285 (1998 WB7),7.568,35.337
 25298 Fionapaine (1998 WB22),4.976,4.62
 25302 Niim (1998 XW3),12.118,2.984
 25307 (1998 XU77),6.803,10.983
 25310 (1998 XY92),15.306,5.2927
 25313 (1998 YV8),5.924,3.32
 25318 (1999 CH12),2.149,15.80
 25320 (1999 CP15),2.358,55.25
 25327 (1999 JB63),4.362,6.7160
 25330 (1999 KV4),3.21,4.919
 25332 (1999 KK6),3.260,2.4531
 25335 (1999 NT),4.731,3.3259
 25338 (1999 RE2),4.584,48.326
 25355 (1999 RU221),2.794,10.02
 25361 (1999 TC23),3.009,3.171
 25398 (1999 VM12),5.593,21.374
 25399 Vonnegut (1999 VN20),6.761,11.597
 25417 Coquillette (1999 VZ65),2.544,5.415
 25442 (1999 WQ9),9.031,4.553
 25451 (1999 XC8),4.800,4.531
 25453 (1999 XU11),14.894,18.513
 25457 Mariannamao (1999 XH13),6.014,8.468
 25459 (1999 XL14),8.648,22.298
 25469 Ransohoff (1999 XC34),3.691,8.57
 25489 (1999 XN83),5.362,10.190
 25490 Kevinkelly (1999 XN84),6.595,6.441
 25495 Michaelroddy (1999 XW86),4.157,3.220
 25500 (1999 XF91),8.255,11.285
 25512 Anncomins (1999 XT97),3.570,127.092
 25535 (1999 XF144),7.020,145.183
 25549 Jonsauer (1999 XZ167),5.072,2.124
 25564 (1999 XC175),5.843,3.865
 25583 (1999 XJ221),12.242,10.554
 25598 (1999 YK16),7.732,3.383
 25631 (2000 AJ55),6.803,10.028
 25634 (2000 AZ59),4.711,4.570
 25638 Ahissar (2000 AB64),2.842,3.2721
 25647 (2000 AQ75),2.593,45.961
 25670 Densley (2000 AT95),3.457,7.56
 25673 Di Mascio (2000 AJ99),4.215,7.769
 25689 Duannihuang (2000 AL121),3.149,6.374
 25709 (2000 AP142),7.186,2.962
 25711 Lebovits (2000 AE152),2.246,6.58
 25716 (2000 AE164),4.238,17.374
 25738 (2000 AO198),4.791,2.3488
 25745 Schimmelpenninck (2000 AC242),7.687,5.514
 25758 (2000 BZ29),9.296,2.95
 25762 (2000 CO2),7.408,4.05
 25773 (2000 CX27),10.588,11.749
 25782 (2000 CX38),3.838,3.76
 25783 Brandontyler (2000 CM39),5.235,3.500
 25799 Anmaschlegel (2000 CC83),5.059,4.38
 25831 (2000 DH111),9.133,4.78
 25855 (2000 EA168),11.510,13.393
 25861 (2000 FS15),8.898,6.996
 25866 (2000 GA100),7.269,104.469
 25879 (2000 QA105),8.590,23.642
 25884 Asai (2000 SQ4),1.914,4.9169
 25887 (2000 SU308),9.272,21.975
 25891 (2000 WK9),9.101,4.1375
 25895 (2000 XN9),33.195,14.230
 25907 Capodilupo (2001 AR20),2.706,6.936
 25911 (2001 BC76),18.098,8.80
 25916 (2001 CP44),5.683,4.6021
 25928 (2001 DJ52),9.412,8.021
 25934 (2001 DC74),10.597,19.1
 26002 Angelayeung (2001 FL103),3.179,2.299
 26021 (4177 P-L),3.261,72.725
 26045 (1582 T-2),2.078,2.9
 26058 (1061 T-3),5.921,6.058
 26073 (5168 T-3),7.177,9.552
 26088 (1985 QF1),5.108,7.437
 26093 (1987 UA1),5.251,3.3186
 26094 (1988 NU),5.057,4.604
 26096 (1988 SD3),4.085,11.228
 26098 (1989 AN3),3.512,2.42
 26110 (1991 NK4),3.833,9.179
 26121 (1992 BX),8.818,3.554
 26125 (1992 RG),12.239,4.2005
 26128 (1993 BO10),10.956,8.70
 26138 (1993 TK25),3.968,32.00
 26174 (1996 EP1),4.588,5.93
 26182 (1996 HW8),3.307,2.769
 26231 (1998 QQ7),2.801,2.969
 26241 (1998 QY40),2.730,12.835
 26274 (1998 RH75),4.493,3.1296
 26285 (1998 SS61),6.020,20.353
 26287 (1998 SD67),4.165,10.648
 26304 (1998 SZ145),2.845,4.952
 26335 (1998 WT16),3.506,3.773
 26343 (1998 XB53),5.183,12.554
 26346 (1998 XF93),9.564,13.927
 26348 (1998 XO94),6.411,15.695
 26351 (1998 XG95),5.395,14.096
 26355 Grueber (1998 YL8),5.570,5.015
 26372 (1999 CW69),4.771,37.694
 26382 Charlieduke (1999 LT32),22.946,7.784
 26383 (1999 MA2),1.777,4.918
 26387 (1999 TG2),7.168,5.14720
 26403 (1999 WF18),5.275,5.166
 26408 (1999 XO33),4.806,29.250
 26410 (1999 XZ34),7.649,5.619
 26412 Charlesyu (1999 XR60),4.463,46.57
 26419 (1999 XR95),5.477,2.552
 26421 (1999 XP113),5.463,4.320
 26433 Michaelyurko (1999 XK215),2.636,7.933
 26441 Nanayakkara (2000 AX33),7.673,4.85
 26460 (2000 AZ120),5.516,5.48
 26461 (2000 AW124),4.959,2.340
 26471 Tracybecker (2000 AS152),4.600,2.68679
 26485 (2000 AD231),6.717,42.222
 26514 (2000 CH48),7.205,4.9655
 26515 (2000 CJ53),6.628,5.516
 26520 (2000 CQ75),8.096,3.970
 26522 Juliapoje (2000 CZ83),9.073,12.
 26569 (2000 EL77),7.598,12.624
 26571 (2000 EN84),10.477,4.999
 26577 (2000 EC91),7.635,2.676
 26584 (2000 EF114),5.694,6.668
 26596 (2000 EE171),5.254,9.007
 26606 (2000 FH31),6.492,2.82
 26616 (2000 GG6),11.656,4.015
 26623 (2000 GK82),13.315,4.834
 26630 (2000 GH133),5.533,3.62
 26635 (2000 HC53),11.345,5.27
 26636 (2000 HX57),6.982,4.274
 26657 (2000 SX293),6.983,3.3
 26703 (2001 FB144),2.818,8.4
 26722 (2001 HK7),16.349,20.252
 26740 Camacho (2001 HN34),6.631,3.39
 26743 Laichinglung (2001 HE38),6.923,4.732
 26757 Bastei (2001 KU17),6.106,3.241
 26760 (2001 KP41),5.400,5.300
 26761 Stromboli (2033 P-L),16.835,15.96
 26800 Gualtierotrucco (1981 EK1),6.128,6.820
 26821 Baehr (1988 FM1),15.555,6.90
 26836 (1991 PA6),3.927,3.61
 26839 (1991 RC10),7.131,3.288
 26853 (1992 UQ2),6.182,8.270
 26858 Misterrogers (1993 FR),6.333,8.066
 26876 (1994 CR14),7.713,306.715
 26880 (1994 PK8),3.133,7.449
 26881 (1994 PF11),2.263,6.777
 26895 (1995 MC),9.715,12.72
 26912 (1996 JG1),5.538,14.031
 26916 (1996 RR2),3.484,10.324
 26918 (1996 RA16),4.300,3.69
 26922 Samara (1996 TD40),10.686,4.16
 26930 (1997 CH20),3.033,4.425
 26949 (1997 JV7),3.041,8.675
 26959 (1997 MR8),8.127,6.498
 26968 (1997 RB9),10.319,4.126
 26974 (1997 TJ19),5.322,13.263
 26977 (1997 US3),6.614,309.679
 26984 Fernand-Roland (1997 VV),14.874,20.
 26989 (1997 WO7),8.586,6.129
 26993 Littlewood (1997 XC1),4.007,5.886
 27000 (1998 BO44),15.111,11.034
 27005 (1998 DR35),6.198,134.
 27018 (1998 KQ52),2.350,5.733
 27036 (1998 RZ54),2.517,46.876
 27039 (1998 RU61),2.760,4.38
 27060 (1998 SU37),3.485,5.798
 27065 (1998 SJ64),4.340,4.560
 27072 Aggarwal (1998 SS117),7.596,7.121
 27094 Salgari (1998 UC23),3.169,6.694
 27097 (1998 UM26),3.239,6.651
 27111 (1998 VV34),5.255,3.323
 27134 (1998 XO11),5.159,3.198
 27136 (1998 XJ16),6.783,26.
 27139 (1998 XX46),7.905,5.195
 27146 (1998 YL1),7.400,11.310
 27154 (1998 YG7),7.543,3.126
 27162 (1999 AM6),4.813,8.808
 27171 (1999 AD33),6.913,4.108
 27172 (1999 AN34),5.828,9.890
 27182 (1999 CL3),10.399,13.670
 27183 (1999 CF4),7.284,4.574
 27185 (1999 CH37),5.085,3.155
 27204 (1999 CY74),7.236,9.7
 27205 (1999 CY75),6.057,7.699
 27225 (1999 GB17),7.301,3.853858
 27227 (1999 GB48),10.068,3.82
 27243 (1999 UK24),3.016,2.994
 27259 (1999 XS136),8.316,12.078
 27278 (2000 AU61),5.507,5.780
 27295 (2000 AU143),6.543,9.968
 27300 (2000 AA168),4.752,6.3208
 27303 Leitner (2000 AT180),2.717,38.541
 27331 (2000 CE58),6.260,3.004
 27346 (2000 DN8),1.802,0.068
 27360 (2000 DH107),16.659,11.199
 27363 Alvanclark (2000 EX3),7.427,12.84
 27365 Henryfitz (2000 EE21),2.558,6.512
 27371 (2000 ER40),8.989,14.435
 27377 (2000 EY54),1.862,6.182
 27388 (2000 ET86),5.017,3.641
 27395 (2000 EX94),5.419,3.714
 27402 (2000 EZ108),6.129,19.066
 27460 (2000 GW42),3.528,7.01
 27467 (2000 GF69),3.284,18.920
 27469 (2000 GN72),5.629,7.744
 27471 (2000 GG76),8.482,12.47
 27473 (2000 GV78),9.924,21.907
 27495 Heatherfennell (2000 GD114),8.264,4.916
 27496 (2000 GC125),11.653,4.7089
 27500 Mandelbrot (2000 GW132),11.483,5.741
 27502 Stephbecca (2000 GR137),3.475,6.96
 27508 (2000 GS142),10.129,8.222
 27529 (2000 HJ64),2.810,4.1290
 27550 (2000 JC24),10.362,7.696
 27557 (2000 JP55),11.356,15.144
 27564 Astreichelt (2000 KE77),3.395,2.932
 27568 (2000 PT6),1.816,3.4885
 27579 (2000 TA29),5.108,11.300
 27618 Ceilierin (2001 KL55),2.675,6.401
 27669 (1979 MQ4),7.393,84.693
 27675 Paulmaley (1981 CH),5.089,2.9661
 27697 (1981 EM45),3.034,6.890
 27700 (1982 SW3),2.931,9.997
 27720 (1989 UP3),2.839,7.598
 27722 (1990 OB2),7.146,14.85
 27778 (1992 DF6),4.494,4.27
 27785 (1992 OE3),5.742,9.232
 27789 Astrakhan (1993 BB7),9.355,2.609
 27802 (1993 FY30),7.807,8.581
 27811 (1993 OA7),7.214,13.05
 27821 (1993 TU34),8.118,3.78
 27834 (1994 PW13),3.038,4.25
 27848 (1994 UZ),2.535,7.74
 27851 (1994 VG2),9.552,7.733
 27860 (1995 BV2),5.231,3.918
 27861 (1995 BL4),5.732,28.273
 27867 (1995 KF4),7.082,418.940
 27880 (1996 EQ),2.205,4.998
 27913 (1996 TC41),5.974,4.113
 27921 (1996 VY26),8.727,18.703
 27965 (1997 SH25),2.614,5.629
 28003 (1997 WT52),7.761,3.690
 28017 (1997 YV13),6.020,47.
 28063 (1998 OR14),3.695,7.01
 28067 (1998 QA14),5.409,3.746
