SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
X372,Urban Assembly School for Wildlife Conservation,7,GEN ED,25,1,25,25,25
X372,Urban Assembly School for Wildlife Conservation,7,CTT,49,2,24.5,23,26
X383,Emolior Academy,7,GEN ED,87,3,29,29,29
X384,Entrada Academy,7,GEN ED,80,3,26.7,25,28
X384,Entrada Academy,7,CTT,14,1,14,14,14
K103,Satellite Three,7,GEN ED,80,3,26.7,24,28
K113,M.S. 113 Ronald Edmonds Learning Center,7,GEN ED,264,10,26.4,22,30
K113,M.S. 113 Ronald Edmonds Learning Center,7,CTT,56,2,28,28,28
K265,Dr. Susan S. McKinney Secondary School of the Arts,7,GEN ED,46,2,23,21,25
K266,M.S. K266 - Park Place Community Middle School,7,GEN ED,55,3,18.3,17,19
K266,M.S. K266 - Park Place Community Middle School,7,CTT,19,1,19,19,19
K282,P.S. 282 Park Slope,7,GEN ED,62,3,20.7,18,24
K301,Satellite East Middle School,7,GEN ED,65,3,21.7,19,24
K313,Satellite West Middle School,7,GEN ED,22,1,22,22,22
K313,Satellite West Middle School,7,CTT,21,1,21,21,21
K336,Academy of Business and Community Development,7,GEN ED,41,2,20.5,20,21
K582,M.S. 582,7,GEN ED,76,3,25.3,25,26
K582,M.S. 582,7,CTT,24,1,24,24,24
K492,Urban Assembly Academy of Arts and Letters,7,GEN ED,52,2,26,26,26
K492,Urban Assembly Academy of Arts and Letters,7,CTT,50,2,25,25,25
K527,Urban Assembly Institute of Math and Science for Young Women,7,GEN ED,46,2,23,23,23
K527,Urban Assembly Institute of Math and Science for Young Women,7,CTT,34,1,34,34,34
K571,M.S. 571,7,GEN ED,44,2,22,21,23
K592,Khalil Gibran International Academy,7,GEN ED,45,2,22.5,21,24
K596,Knowledge and Power Preparatory Academy VII Middle School,7,GEN ED,40,2,20,19,21
K596,Knowledge and Power Preparatory Academy VII Middle School,7,CTT,20,1,20,20,20
K050,J.H.S. 050 John D. Wells,7,GEN ED,115,4,28.8,27,30
K071,Juan Morel Campos Secondary School,7,GEN ED,125,5,25,21,28
K126,John Ericsson Middle School 126,7,GEN ED,76,3,25.3,22,31
K126,John Ericsson Middle School 126,7,CTT,26,1,26,26,26
K318,I.S. 318 Eugenio Maria De Hostos,7,GEN ED,534,17,31.4,27,35
K330,The Urban Assembly School for the Urban Environment,7,CTT,37,2,18.5,18,19
K577,Conselyea Preparatory School,7,GEN ED,131,4,32.8,31,35
K577,Conselyea Preparatory School,7,CTT,27,1,27,27,27
K586,Lyons Community School,7,GEN ED,48,2,24,24,24
K586,Lyons Community School,7,CTT,29,1,29,29,29
K614,Young Women's Leadership School of Brooklyn,7,GEN ED,18,1,18,18,18
K614,Young Women's Leadership School of Brooklyn,7,CTT,38,2,19,19,19
K051,M.S. 51 William Alexander,7,GEN ED,294,9,32.7,31,34
K051,M.S. 51 William Alexander,7,CTT,29,1,29,29,29
K051,M.S. 51 William Alexander,7,G&T,33,1,33,33,33
K088,J.H.S. 088 Peter Rouget,7,GEN ED,112,4,28,23,31
K088,J.H.S. 088 Peter Rouget,7,CTT,73,3,24.3,23,26
K088,J.H.S. 088 Peter Rouget,7,G&T,90,3,30,27,32
K136,I.S. 136 Charles O. Dewey,7,GEN ED,133,5,26.6,23,30
K136,I.S. 136 Charles O. Dewey,7,CTT,27,1,27,27,27
K429,Brooklyn School for Global Studies,7,GEN ED,25,2,12.5,12,13
K429,Brooklyn School for Global Studies,7,CTT,10,1,10,10,10
K442,New Horizons School,7,CTT,56,3,18.7,17,20
K443,New Voices School of Academic & Creative Arts,7,GEN ED,133,5,26.6,24,32
K443,New Voices School of Academic & Creative Arts,7,CTT,23,1,23,23,23
K447,The Math & Science Exploratory School,7,GEN ED,59,2,29.5,29,30
K447,The Math & Science Exploratory School,7,CTT,110,4,27.5,25,32
K448,Brooklyn Secondary School for Collaborative Studies,7,GEN ED,57,2,28.5,28,29
K448,Brooklyn Secondary School for Collaborative Studies,7,CTT,54,2,27,27,27
K462,Secondary School for Law,7,CTT,24,1,24,24,24
K463,Secondary School for Journalism,7,GEN ED,17,1,17,17,17
K464,Secondary School for Research,7,GEN ED,22,1,22,22,22
K497,School for International Studies,7,GEN ED,41,2,20.5,18,23
K821,Sunset Park Prep,7,GEN ED,139,5,27.8,26,29
K821,Sunset Park Prep,7,CTT,20,1,20,20,20
K035,M.S. 035 Stephen Decatur,7,GEN ED,73,3,24.3,22,27
K057,J.H.S. 057 Whitelaw Reid,7,GEN ED,73,3,24.3,24,25
K267,M.S. 267 Math; Science & Technology,7,GEN ED,57,3,19,18,20
K267,M.S. 267 Math; Science & Technology,7,CTT,21,1,21,21,21
K308,P.S. 308 Clara Cardwell,7,GEN ED,55,2,27.5,26,29
K308,P.S. 308 Clara Cardwell,7,CTT,13,1,13,13,13
K385,School of Business; Finance and Entrepreneurship,7,GEN ED,36,2,18,15,21
K385,School of Business; Finance and Entrepreneurship,7,CTT,18,1,18,18,18
K393,Frederick Douglass Academy IV Secondary School,7,GEN ED,47,2,23.5,22,25
K393,Frederick Douglass Academy IV Secondary School,7,CTT,23,1,23,23,23
K584,M.S. 584,7,GEN ED,46,2,23,23,23
K584,M.S. 584,7,CTT,20,1,20,20,20
K002,M.S. 002,7,GEN ED,58,2,29,28,30
K002,M.S. 002,7,CTT,24,1,24,24,24
K002,M.S. 002,7,G&T,30,1,30,30,30
K061,M.S. 061 Dr. Gladstone H. Atwell,7,GEN ED,323,12,26.9,21,29
K061,M.S. 061 Dr. Gladstone H. Atwell,7,CTT,25,1,25,25,25
K138,P.S. 138 Brooklyn,7,GEN ED,73,3,24.3,22,26
K138,P.S. 138 Brooklyn,7,CTT,23,1,23,23,23
K161,P.S. 161 The Crown,7,GEN ED,30,1,30,30,30
K161,P.S. 161 The Crown,7,CTT,20,1,20,20,20
K181,P.S. 181 Brooklyn,7,GEN ED,62,2,31,29,33
K181,P.S. 181 Brooklyn,7,CTT,29,1,29,29,29
K189,P.S. 189 Lincoln Terrace,7,GEN ED,169,5,33.8,31,38
K246,M.S. 246 Walt Whitman,7,GEN ED,118,4,29.5,29,30
K246,M.S. 246 Walt Whitman,7,CTT,57,2,28.5,28,29
K334,Middle School for Academic and Social Excellence,7,GEN ED,58,2,29,27,31
K334,Middle School for Academic and Social Excellence,7,CTT,24,1,24,24,24
K340,I.S. 340,7,GEN ED,79,3,26.3,23,29
K352,Ebbets Field Middle School,7,GEN ED,91,3,30.3,29,32
K352,Ebbets Field Middle School,7,CTT,25,1,25,25,25
K353,Elijah Stroud Middle School,7,GEN ED,30,2,15,14,16
K354,The School of Integrated Learning,7,GEN ED,54,2,27,26,28
K354,The School of Integrated Learning,7,CTT,22,1,22,22,22
K382,Academy for College Preparation and Career Exploration: A College Board School,7,GEN ED,76,3,25.3,23,27
K394,M.S. K394,7,GEN ED,53,2,26.5,26,27
K394,M.S. K394,7,CTT,23,1,23,23,23
K484,Ronald Edmonds Learning Center II,7,GEN ED,53,3,17.7,14,21
K531,School for Human Rights; The,7,GEN ED,49,2,24.5,20,29
K531,School for Human Rights; The,7,CTT,5,1,5,5,5
K533,School for Democracy and Leadership,7,GEN ED,14,1,14,14,14
K533,School for Democracy and Leadership,7,CTT,19,1,19,19,19
K543,Science; Technology and Research Early College High School at Erasmus,7,GEN ED,39,2,19.5,19,20
K543,Science; Technology and Research Early College High School at Erasmus,7,CTT,19,1,19,19,19
K587,Middle School for the Arts,7,GEN ED,72,3,24,23,25
K587,Middle School for the Arts,7,CTT,25,1,25,25,25
K590,Medgar Evers College Preparatory School,7,GEN ED,79,4,19.8,9,24
K066,P.S. 66,7,GEN ED,99,4,24.8,24,25
K068,I.S. 068 Isaac Bildersee,7,GEN ED,237,9,26.3,20,30
K068,I.S. 068 Isaac Bildersee,7,CTT,25,1,25,25,25
K211,I.S. 211 John Wilson,7,GEN ED,161,6,26.8,20,30
K211,I.S. 211 John Wilson,7,CTT,29,1,29,29,29
K211,I.S. 211 John Wilson,7,G&T,49,2,24.5,21,28
K235,P.S. 235 Lenox School,7,GEN ED,87,3,29,27,30
K285,I.S. 285 Meyer Levin,7,GEN ED,273,9,30.3,29,32
K285,I.S. 285 Meyer Levin,7,CTT,21,1,21,21,21
K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,GEN ED,74,3,24.7,19,28
K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,7,CTT,25,1,25,25,25
K581,East Flatbush Community Research School,7,GEN ED,45,2,22.5,22,23
K581,East Flatbush Community Research School,7,CTT,22,1,22,22,22
K588,Middle School for Art and Philosophy,7,GEN ED,91,4,22.8,21,24
K588,Middle School for Art and Philosophy,7,CTT,18,1,18,18,18
K598,Middle School of Marketing and Legal Studies,7,GEN ED,86,3,28.7,27,30
K598,Middle School of Marketing and Legal Studies,7,CTT,30,1,30,30,30
K089,P.S. 089 Cypress Hills,7,GEN ED,23,1,23,23,23
K166,J.H.S. 166 George Gershwin,7,GEN ED,139,5,27.8,22,30
K171,I.S. 171 Abraham Lincoln,7,GEN ED,228,7,32.6,31,34
K174,P.S. 174 Dumont,7,GEN ED,50,2,25,25,25
K202,P.S. 202 Ernest S. Jenkyns,7,GEN ED,69,3,23,22,25
K218,J.H.S. 218 James P. Sinnott,7,GEN ED,139,4,34.8,31,38
K218,J.H.S. 218 James P. Sinnott,7,CTT,28,1,28,28,28
K292,J.H.S. 292 Margaret S. Douglas,7,GEN ED,192,6,32,29,36
K292,J.H.S. 292 Margaret S. Douglas,7,CTT,31,1,31,31,31
K302,J.H.S. 302 Rafael Cordero,7,GEN ED,265,10,26.5,19,32
K302,J.H.S. 302 Rafael Cordero,7,CTT,28,1,28,28,28
K306,P.S. 306 Ethan Allen,7,GEN ED,28,1,28,28,28
K306,P.S. 306 Ethan Allen,7,CTT,28,1,28,28,28
K311,Essence School,7,GEN ED,52,2,26,25,27
K311,Essence School,7,CTT,21,1,21,21,21
K328,P.S. 328 Phyllis Wheatley,7,GEN ED,39,2,19.5,19,20
K364,I.S. 364 Gateway,7,GEN ED,121,4,30.3,28,31
K409,East New York Family Academy,7,GEN ED,49,2,24.5,24,25
K452,Frederick Douglass Academy VIII Middle School,7,GEN ED,51,2,25.5,25,26
K452,Frederick Douglass Academy VIII Middle School,7,CTT,21,1,21,21,21
K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,GEN ED,43,2,21.5,19,24
K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,7,CTT,23,1,23,23,23
K030,I.S. 30 Mary White Ovington,7,GEN ED,59,2,29.5,29,30
K030,I.S. 30 Mary White Ovington,7,CTT,28,1,28,28,28
K030,I.S. 30 Mary White Ovington,7,G&T,29,1,29,29,29
K062,J.H.S. 062 Ditmas,7,GEN ED,339,12,28.3,19,34
K062,J.H.S. 062 Ditmas,7,CTT,87,3,29,28,30
K104,P.S./I.S. 104 The Fort Hamilton School,7,GEN ED,107,4,26.8,26,28
K104,P.S./I.S. 104 The Fort Hamilton School,7,G&T,31,1,31,31,31
K180,The SEEALL Academy,7,GEN ED,54,2,27,22,32
K180,The SEEALL Academy,7,CTT,30,1,30,30,30
K180,The SEEALL Academy,7,G&T,76,3,25.3,24,26
K187,The Christa McAuliffe School\I.S. 187,7,GEN ED,366,13,28.2,25,30
K192,P.S. 192 - The Magnet School for Math and Science Inquiry,7,GEN ED,64,2,32,32,32
K201,J.H.S. 201 The Dyker Heights,7,GEN ED,271,9,30.1,28,34
K201,J.H.S. 201 The Dyker Heights,7,CTT,29,1,29,29,29
K201,J.H.S. 201 The Dyker Heights,7,G&T,177,6,29.5,28,30
K220,J.H.S. 220 John J. Pershing,7,GEN ED,341,14,24.4,13,28
K220,J.H.S. 220 John J. Pershing,7,CTT,23,1,23,23,23
K220,J.H.S. 220 John J. Pershing,7,G&T,28,1,28,28,28
K223,J.H.S. 223 The Montauk,7,GEN ED,131,6,21.8,20,24
K223,J.H.S. 223 The Montauk,7,CTT,29,1,29,29,29
K227,J.H.S. 227 Edward B. Shallow,7,GEN ED,307,11,27.9,25,30
K227,J.H.S. 227 Edward B. Shallow,7,CTT,50,2,25,25,25
K227,J.H.S. 227 Edward B. Shallow,7,G&T,31,1,31,31,31
K229,P.S. 229 Dyker,7,GEN ED,28,1,28,28,28
K259,J.H.S. 259 William Mckinley,7,GEN ED,421,15,28.1,23,30
K259,J.H.S. 259 William Mckinley,7,CTT,25,1,25,25,25
K609,Urban Assembly School for Criminal Justice,7,CTT,68,3,22.7,22,24
K095,P.S. 095 The Gravesend,7,GEN ED,55,2,27.5,27,28
K096,I.S. 096 Seth Low,7,GEN ED,204,7,29.1,27,30
K096,I.S. 096 Seth Low,7,CTT,29,1,29,29,29
K098,I.S. 98 Bay Academy,7,GEN ED,32,1,32,32,32
K098,I.S. 98 Bay Academy,7,G&T,361,12,30.1,26,33
K099,P.S. 099 Isaac Asimov,7,GEN ED,72,3,24,18,27
K121,P.S. 121 Nelson A. Rockefeller,7,GEN ED,11,1,11,11,11
K209,P.S. 209 Margaret Mead,7,GEN ED,66,2,33,32,34
K225,P.S. K225 - The Eileen E. Zaglin,7,GEN ED,60,2,30,29,31
K225,P.S. K225 - The Eileen E. Zaglin,7,CTT,26,1,26,26,26
K226,P.S. 226 Alfred De B.Mason,7,GEN ED,58,2,29,29,29
K226,P.S. 226 Alfred De B.Mason,7,CTT,24,1,24,24,24
K228,I.S. 228 David A. Boody,7,GEN ED,206,8,25.8,18,30
K228,I.S. 228 David A. Boody,7,CTT,25,1,25,25,25
K238,P.S. 238 Anne Sullivan,7,GEN ED,60,2,30,29,31
K239,Mark Twain I.S. 239 for the Gifted & Talented,7,GEN ED,73,2,36.5,36,37
K239,Mark Twain I.S. 239 for the Gifted & Talented,7,G&T,359,10,35.9,32,38
K281,I.S. 281 Joseph B Cavallaro,7,GEN ED,237,8,29.6,25,32
K281,I.S. 281 Joseph B Cavallaro,7,CTT,28,1,28,28,28
K281,I.S. 281 Joseph B Cavallaro,7,G&T,125,4,31.3,29,33
K288,P.S. 288 The Shirley Tanyhill,7,GEN ED,40,2,20,18,22
K303,I.S. 303 Herbert S. Eisenberg,7,GEN ED,85,3,28.3,27,30
K303,I.S. 303 Herbert S. Eisenberg,7,CTT,26,1,26,26,26
K303,I.S. 303 Herbert S. Eisenberg,7,G&T,102,4,25.5,23,27
K468,Kingsborough Early College School,7,GEN ED,55,3,18.3,18,19
K468,Kingsborough Early College School,7,CTT,21,1,21,21,21
K690,Brooklyn Studio Secondary School,7,CTT,102,4,25.5,24,27
K690,Brooklyn Studio Secondary School,7,G&T,131,5,26.2,24,29
K014,J.H.S. 014 Shell Bank,7,GEN ED,123,5,24.6,20,28
K014,J.H.S. 014 Shell Bank,7,CTT,79,3,26.3,24,29
K078,J.H.S. 078 Roy H. Mann,7,GEN ED,253,9,28.1,25,30
K078,J.H.S. 078 Roy H. Mann,7,CTT,75,3,25,22,27
K109,P.S. 109,7,GEN ED,54,2,27,26,28
K109,P.S. 109,7,CTT,27,1,27,27,27
K206,P.S. 206 Joseph F Lamb,7,GEN ED,91,3,30.3,30,31
K206,P.S. 206 Joseph F Lamb,7,CTT,30,1,30,30,30
K207,P.S. 207 Elizabeth G. Leary,7,GEN ED,56,2,28,27,29
K207,P.S. 207 Elizabeth G. Leary,7,CTT,55,2,27.5,27,28
K234,J.H.S. 234 Arthur W. Cunningham,7,GEN ED,318,11,28.9,23,31
K234,J.H.S. 234 Arthur W. Cunningham,7,CTT,60,2,30,29,31
K234,J.H.S. 234 Arthur W. Cunningham,7,G&T,246,8,30.8,30,31
K240,Andries Hudde,7,GEN ED,288,10,28.8,24,33
K240,Andries Hudde,7,CTT,61,2,30.5,30,31
K278,J.H.S. 278 Marine Park,7,GEN ED,245,8,30.6,29,32
K278,J.H.S. 278 Marine Park,7,CTT,57,2,28.5,28,29
K381,I. S. 381,7,GEN ED,105,4,26.3,23,28
K381,I. S. 381,7,CTT,27,1,27,27,27
K555,Brooklyn College Academy,7,GEN ED,29,1,29,29,29
K041,P.S. 041 Francis White,7,GEN ED,65,2,32.5,32,33
K073,P.S. 073 Thomas S. Boyland,7,GEN ED,26,1,26,26,26
K073,P.S. 073 Thomas S. Boyland,7,CTT,26,1,26,26,26
K137,P.S./I.S. 137 Rachel Jean Mitchell,7,GEN ED,32,1,32,32,32
K155,P.S./ I.S. 155 Nicholas Herkimer,7,GEN ED,53,2,26.5,26,27
K165,P.S. 165 Ida Posner,7,GEN ED,61,2,30.5,30,31
K178,P.S. 178 Saint Clair Mckelway,7,GEN ED,59,2,29.5,29,30
K184,P.S. 184 Newport,7,GEN ED,57,3,19,14,24
K284,P.S. 284 Lew Wallace,7,GEN ED,54,2,27,26,28
K298,P.S. 298 Dr. Betty Shabazz,7,GEN ED,34,1,34,34,34
K298,P.S. 298 Dr. Betty Shabazz,7,CTT,29,1,29,29,29
K323,P.S./I.S. 323,7,GEN ED,56,2,28,27,29
K327,P.S. 327 Dr. Rose B. English,7,GEN ED,73,3,24.3,22,28
K332,P.S. 332 Charles H. Houston,7,GEN ED,36,2,18,14,22
K392,I.S. 392,7,GEN ED,102,4,25.5,22,28
K493,Brooklyn Collegiate: A College Board School,7,GEN ED,86,3,28.7,27,30
K518,Kappa V,7,GEN ED,61,2,30.5,30,31
K518,Kappa V,7,CTT,31,1,31,31,31
K522,Mott Hall IV,7,GEN ED,86,3,28.7,27,31
K634,General D. Chappie James Middle School of Science,7,GEN ED,65,3,21.7,19,23
K644,Eagle Academy for Young Men II,7,GEN ED,69,3,23,21,24
K697,Teachers Preparatory High School,7,GEN ED,60,2,30,29,31
Q005,I.S. 5 - The Walter Crowley Intermediate School,7,GEN ED,357,13,27.5,24,30
Q005,I.S. 5 - The Walter Crowley Intermediate School,7,CTT,89,3,29.7,29,30
Q049,P.S. 049 Dorothy Bonawit Kole,7,GEN ED,66,2,33,32,34
Q049,P.S. 049 Dorothy Bonawit Kole,7,CTT,33,1,33,33,33
Q061,I.S. 061 Leonardo Da Vinci,7,GEN ED,480,16,30,28,32
Q061,I.S. 061 Leonardo Da Vinci,7,CTT,135,5,27,24,29
Q061,I.S. 061 Leonardo Da Vinci,7,G&T,22,1,22,22,22
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,7,GEN ED,513,18,28.5,24,32
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,7,CTT,56,2,28,26,30
Q077,I.S. 077,7,GEN ED,303,10,30.3,28,32
Q077,I.S. 077,7,CTT,58,2,29,28,30
Q087,P.S. 087 Middle Village,7,GEN ED,23,1,23,23,23
Q087,P.S. 087 Middle Village,7,CTT,23,1,23,23,23
Q093,I.S. 093 Ridgewood,7,GEN ED,334,12,27.8,20,31
Q093,I.S. 093 Ridgewood,7,CTT,85,3,28.3,27,30
Q102,P.S. 102 Bayview,7,GEN ED,101,4,25.3,25,26
Q113,P.S. 113 Isaac Chauncey,7,GEN ED,99,3,33,32,34
Q119,I.S. 119 The Glendale,7,GEN ED,110,4,27.5,22,30
Q119,I.S. 119 The Glendale,7,CTT,53,2,26.5,26,27
Q119,I.S. 119 The Glendale,7,G&T,117,4,29.3,28,30
Q125,I.S. 125 Thom J. McCann Woodside,7,GEN ED,521,17,30.6,28,35
Q125,I.S. 125 Thom J. McCann Woodside,7,CTT,63,2,31.5,31,32
Q128,P.S. 128 Juniper Valley,7,GEN ED,52,2,26,24,28
Q560,Robert F. Wagner; Jr. Secondary School for Arts and Technology,7,GEN ED,48,2,24,23,25
Q025,I.S. 025 Adrien Block,7,GEN ED,229,8,28.6,25,31
Q025,I.S. 025 Adrien Block,7,CTT,21,1,21,21,21
Q164,P.S. 164 Queens Valley,7,GEN ED,59,2,29.5,29,30
Q185,J.H.S. 185 Edward Bleeker,7,GEN ED,313,11,28.5,24,31
Q185,J.H.S. 185 Edward Bleeker,7,CTT,46,2,23,23,23
Q189,J.H.S. 189 Daniel Carter Beard,7,GEN ED,155,5,31,29,32
Q189,J.H.S. 189 Daniel Carter Beard,7,CTT,25,1,25,25,25
Q189,J.H.S. 189 Daniel Carter Beard,7,G&T,63,2,31.5,31,32
Q194,J.H.S. 194 William Carr,7,GEN ED,323,11,29.4,22,32
Q194,J.H.S. 194 William Carr,7,CTT,48,2,24,23,25
Q200,PS/MS 200 - The Pomonok School & STAR Academy,7,GEN ED,22,1,22,22,22
Q200,PS/MS 200 - The Pomonok School & STAR Academy,7,CTT,25,1,25,25,25
Q219,P.S. 219 Paul Klapper,7,GEN ED,29,1,29,29,29
Q219,P.S. 219 Paul Klapper,7,CTT,34,1,34,34,34
Q237,I.S. 237,7,GEN ED,367,12,30.6,27,34
Q237,I.S. 237,7,CTT,29,1,29,29,29
Q250,I.S. 250 The Robert F. Kennedy Community Middle School,7,GEN ED,100,3,33.3,30,36
Q250,I.S. 250 The Robert F. Kennedy Community Middle School,7,CTT,23,1,23,23,23
Q252,Queens School of Inquiry; The,7,GEN ED,75,4,18.8,15,22
Q252,Queens School of Inquiry; The,7,CTT,5,1,5,5,5
Q281,East-West School of International Studies,7,GEN ED,79,3,26.3,25,28
Q285,World Journalism Preparatory: A College Board School,7,GEN ED,55,2,27.5,27,28
Q285,World Journalism Preparatory: A College Board School,7,CTT,24,1,24,24,24
Q294,BELL Academy,7,GEN ED,63,2,31.5,31,32
Q294,BELL Academy,7,CTT,35,1,35,35,35
Q499,The Queens College School for Math; Science and Technology,7,GEN ED,48,2,24,23,25
Q067,J.H.S. 067 Louis Pasteur,7,GEN ED,311,10,31.1,29,32
Q074,J.H.S. 074 Nathaniel Hawthorne,7,GEN ED,274,9,30.4,28,32
Q074,J.H.S. 074 Nathaniel Hawthorne,7,CTT,28,1,28,28,28
Q158,M.S. 158 Marie Curie,7,GEN ED,285,10,28.5,28,29
Q158,M.S. 158 Marie Curie,7,CTT,23,1,23,23,23
Q158,M.S. 158 Marie Curie,7,G&T,28,1,28,28,28
Q172,Irwin Altman Middle School 172,7,GEN ED,289,9,32.1,31,33
Q172,Irwin Altman Middle School 172,7,CTT,30,1,30,30,30
Q178,P.S./ IS 178 Holliswood,7,GEN ED,55,2,27.5,26,29
Q216,J.H.S. 216 George J. Ryan,7,GEN ED,401,13,30.8,29,33
Q216,J.H.S. 216 George J. Ryan,7,CTT,28,1,28,28,28
Q266,P.S. / I.S. 266,7,GEN ED,64,2,32,31,33
Q266,P.S. / I.S. 266,7,CTT,27,1,27,27,27
Q042,P.S. 042 R. Vernam,7,GEN ED,47,2,23.5,19,28
Q042,P.S. 042 R. Vernam,7,CTT,15,1,15,15,15
Q043,P.S. 043,7,GEN ED,97,5,19.4,14,24
Q043,P.S. 043,7,CTT,22,1,22,22,22
Q047,P.S. 047 Chris Galas,7,GEN ED,21,1,21,21,21
Q053,M.S. 053 Brian Piccolo,7,GEN ED,104,4,26,23,29
Q053,M.S. 053 Brian Piccolo,7,CTT,22,1,22,22,22
Q105,P.S. 105 The Bay School,7,GEN ED,103,4,25.8,24,30
Q114,P.S. / M.S. 114 Belle Harbor,7,GEN ED,27,1,27,27,27
Q124,P.S. 124 Osmond A Church,7,GEN ED,124,4,31,29,33
Q137,M.S. 137 America's School of Heroes,7,GEN ED,588,19,30.9,27,34
Q137,M.S. 137 America's School of Heroes,7,CTT,91,3,30.3,29,31
Q146,P.S. 146 Howard Beach,7,GEN ED,40,2,20,19,21
Q146,P.S. 146 Howard Beach,7,CTT,28,1,28,28,28
Q183,P.S. 183 Dr. Richard R. Green,7,CTT,28,1,28,28,28
Q183,P.S. 183 Dr. Richard R. Green,7,G&T,29,1,29,29,29
Q202,J.H.S. 202 Robert H. Goddard,7,GEN ED,352,12,29.3,27,32
Q202,J.H.S. 202 Robert H. Goddard,7,CTT,27,1,27,27,27
Q207,P.S. 207 Rockwood Park,7,GEN ED,42,2,21,19,23
Q207,P.S. 207 Rockwood Park,7,CTT,25,1,25,25,25
Q210,J.H.S. 210 Elizabeth Blackwell,7,GEN ED,588,19,30.9,28,33
Q210,J.H.S. 210 Elizabeth Blackwell,7,CTT,64,2,32,32,32
Q226,J.H.S. 226 Virgil I. Grissom,7,GEN ED,405,14,28.9,22,33
Q226,J.H.S. 226 Virgil I. Grissom,7,CTT,63,2,31.5,31,32
Q232,P.S. 232 Lindenwood,7,GEN ED,62,2,31,29,33
Q232,P.S. 232 Lindenwood,7,CTT,25,1,25,25,25
Q262,Channel View School for Research,7,GEN ED,69,3,23,17,27
Q262,Channel View School for Research,7,CTT,6,1,6,6,6
Q282,Knowledge and Power Preparatory Academy VI,7,GEN ED,85,3,28.3,28,29
Q309,Academy of Medical Technology: A College Board School,7,GEN ED,26,1,26,26,26
Q309,Academy of Medical Technology: A College Board School,7,CTT,23,1,23,23,23
Q318,WATERSIDE SCHOOL FOR LEADERSHIP,7,GEN ED,57,3,19,18,20
Q319,VILLAGE ACADEMY,7,GEN ED,52,2,26,23,29
Q319,VILLAGE ACADEMY,7,CTT,22,1,22,22,22
Q323,Scholars' Academy,7,G&T,190,6,31.7,30,32
Q333,Goldie Maple Academy,7,GEN ED,20,1,20,20,20
Q008,J.H.S. 008 Richard S. Grossley,7,GEN ED,246,8,30.8,29,32
Q008,J.H.S. 008 Richard S. Grossley,7,CTT,59,2,29.5,29,30
Q072,Catherine & Count Basie Middle School 72,7,GEN ED,238,10,23.8,20,28
Q072,Catherine & Count Basie Middle School 72,7,CTT,47,2,23.5,22,25
Q157,J.H.S. 157 Stephen A. Halsey,7,GEN ED,269,9,29.9,24,31
Q157,J.H.S. 157 Stephen A. Halsey,7,CTT,30,1,30,30,30
Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,GEN ED,88,3,29.3,27,31
Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,CTT,28,1,28,28,28
Q190,J.H.S. 190 Russell Sage,7,GEN ED,287,10,28.7,19,33
Q190,J.H.S. 190 Russell Sage,7,CTT,53,2,26.5,26,27
Q217,J.H.S. 217 Robert A. Van Wyck,7,GEN ED,486,16,30.4,29,37
Q217,J.H.S. 217 Robert A. Van Wyck,7,CTT,58,2,29,28,30
Q284,York Early College Academy,7,GEN ED,56,2,28,28,28
Q284,York Early College Academy,7,CTT,29,1,29,29,29
Q680,Queens Gateway to Health Sciences Secondary School,7,GEN ED,88,3,29.3,29,30
Q896,Young Women's Leadership School; Queens,7,GEN ED,84,3,28,26,30
Q059,I.S. 059 Springfield Gardens,7,GEN ED,205,7,29.3,25,32
Q059,I.S. 059 Springfield Gardens,7,CTT,27,1,27,27,27
Q109,Jean Nuzzi Intermediate School,7,GEN ED,311,10,31.1,30,33
Q109,Jean Nuzzi Intermediate School,7,CTT,29,1,29,29,29
Q116,PS/IS 116 William C. Hughley,7,GEN ED,60,3,20,17,25
Q138,P.S. 138 Sunrise,7,GEN ED,117,4,29.3,29,30
Q147,PS/MS 147 Ronald McNair,7,GEN ED,90,3,30,28,33
Q156,P.S. 156 Laurelton,7,GEN ED,79,3,26.3,22,32
Q192,I.S. 192 The Linden,7,GEN ED,208,8,26,23,30
Q192,I.S. 192 The Linden,7,CTT,24,1,24,24,24
Q208,P.S. / I.S. 208,7,GEN ED,60,2,30,30,30
Q208,P.S. / I.S. 208,7,CTT,30,1,30,30,30
Q231,I.S. 231 Magnetech 2000,7,GEN ED,269,9,29.9,26,32
Q231,I.S. 231 Magnetech 2000,7,CTT,26,1,26,26,26
Q238,I.S. 238 Susan B Anthony,7,GEN ED,480,18,26.7,15,33
Q238,I.S. 238 Susan B Anthony,7,CTT,25,1,25,25,25
