DateOfBite,Breed,Age,Gender,SpayNeuter,Borough
November 26 2017,Dachshund Smooth Coat Miniature,5,M,TRUE,Manhattan
December 03 2017,Mixed/Other,2,F,FALSE,Manhattan
December 03 2017,Mixed/Other,2,F,FALSE,Manhattan
December 02 2017,Mixed/Other,3,M,FALSE,Manhattan
December 03 2017,PIT/BOXER,6,F,TRUE,Manhattan
December 06 2017,Cocker Spaniel,8,F,TRUE,Manhattan
December 05 2017,Pomeranian,3,M,TRUE,Manhattan
December 05 2017,Papillon,7,M,TRUE,Manhattan
December 10 2017,Pit Bull,4,M,TRUE,Manhattan
December 06 2017,Mixed/Other,2,F,FALSE,Manhattan
December 08 2017,Shiba Inu,3,F,TRUE,Manhattan
November 29 2017,Mixed/Other,3,M,FALSE,Manhattan
December 09 2017,Mixed/Other,8,M,FALSE,Manhattan
December 10 2017,Siberian Husky,3,F,FALSE,Manhattan
December 12 2017,Mixed/Other,1,M,FALSE,Manhattan
December 11 2017,Mixed/Other,1,M,FALSE,Manhattan
December 11 2017,Mixed/Other,7,F,FALSE,Manhattan
December 11 2017,Bull dog,1,M,TRUE,Manhattan
December 13 2017,Boston Terrier,7,M,FALSE,Manhattan
December 16 2017,Mixed/Other,6,M,FALSE,Manhattan
December 15 2017,Mixed/Other,11,M,FALSE,Manhattan
December 18 2017,Bull Dog; French,2,M,TRUE,Manhattan
December 19 2017,Boxer,2,M,FALSE,Manhattan
December 19 2017,Mixed/Other,2,F,FALSE,Manhattan
December 05 2017,Golden Retriever,11,M,FALSE,Manhattan
December 19 2017,Mixed/Other,2,M,FALSE,Manhattan
December 19 2017,Mixed/Other,2,M,FALSE,Manhattan
December 19 2017,Yorkshire Terrier,11,M,FALSE,Manhattan
December 21 2017,Pit Bull,2,M,TRUE,Manhattan
December 21 2017,American Pit Bull Terrier/Pit Bull,6,F,TRUE,Manhattan
December 22 2017,MIXED BREED,3,M,TRUE,Manhattan
December 21 2017,Havanese,4,M,TRUE,Manhattan
December 22 2017,SHEPHERD MIX,10,M,TRUE,Manhattan
December 21 2017,DACHSCHUND/ PINSCHER MIX,9,M,TRUE,Manhattan
January 01 2015,Dachshund Smooth Coat,1,F,FALSE,Other
January 03 2015,Cocker Spaniel,6,M,TRUE,Other
January 02 2015,Dachshund Smooth Coat,10,M,FALSE,Other
January 12 2015,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Other
January 11 2015,Mixed/Other,5,F,TRUE,Other
January 25 2015,STAFFORDSHIRE,3,F,FALSE,Other
January 24 2015,Labrador Retriever Crossbreed,7,M,FALSE,Other
February 07 2015,RETRIEVER MIX,3,F,TRUE,Other
February 22 2015,Havanese,4,M,TRUE,Other
February 23 2015,Yorkshire Terrier,9,M,FALSE,Other
March 01 2015,BORDER COLLIE,2,M,TRUE,Other
March 14 2015,Lhasa Apso,3,M,FALSE,Other
March 16 2015,Wheaton Terrier,13,F,TRUE,Other
March 21 2015,Pit Bull,2,M,TRUE,Other
March 23 2015,Bichon Frise,3,F,TRUE,Other
April 02 2015,MALTESE/POODLE,10,M,TRUE,Other
April 07 2015,Mastiff; Old English,5,F,TRUE,Other
April 16 2015,Mixed/Other,6,M,FALSE,Other
April 06 2015,Norfolk Terrier,9,M,FALSE,Other
April 12 2015,Jack Russ,2,M,FALSE,Other
May 04 2015,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Other
May 05 2015,POODLE MIX,4,M,TRUE,Other
May 10 2015,Bull Dog; French,2,M,FALSE,Other
May 10 2015,Pharoh hound,2,M,TRUE,Other
May 10 2015,Mixed/Other,7,F,TRUE,Other
May 17 2015,Labrador Retriever Crossbreed,4,F,TRUE,Other
May 09 2015,Bull Dog; English,4,M,FALSE,Other
May 16 2015,Norfolk Terrier,2,M,TRUE,Other
May 19 2015,German Shepherd,1,F,TRUE,Other
May 25 2015,ENGLISH MASTIFF,1,F,FALSE,Other
May 24 2015,Pointer,9,M,TRUE,Other
April 24 2015,Siberian Husky,1,M,FALSE,Other
May 23 2015,Boston Terrier,9,M,TRUE,Other
June 06 2015,Chow Chow,11,M,TRUE,Other
May 22 2015,Shih Tzu,3,F,FALSE,Other
June 07 2015,TERRIER MIX,2,M,FALSE,Other
May 26 2015,Pit Bull,2,M,FALSE,Other
June 14 2015,TERRIER MIX,3,M,TRUE,Other
June 16 2015,Bernese Mountain,6,F,TRUE,Other
May 24 2015,PIT BULL/AMERICAN BULL,5,F,TRUE,Other
June 16 2015,Collie; Smooth Coat,7,F,TRUE,Other
July 05 2015,MUTT,10,M,TRUE,Other
July 08 2015,Mixed/Other,5,F,TRUE,Other
July 03 2015,Pit Bull,2,M,FALSE,Other
July 06 2015,Pit Bull,3,M,TRUE,Other
July 02 2015,Labrador Retriever Crossbreed,1,M,TRUE,Other
July 04 2015,GOLDEN RETRIEVER MIX,3,M,TRUE,Other
July 03 2015,SHEPARD MIX,10,F,FALSE,Other
July 17 2015,Chow Chow,7,F,TRUE,Other
July 19 2015,Mixed/Other,10,F,TRUE,Other
July 31 2015,Labrador Retriever,7,M,TRUE,Other
August 09 2015,PIT BULL TERRIER,8,M,TRUE,Other
August 10 2015,Bichon Frise,2,M,TRUE,Other
July 05 2015,Poodle; Toy,3,M,FALSE,Other
August 16 2015,Shih Tzu,6,M,TRUE,Other
August 20 2015,PUG MIX,12,M,TRUE,Other
August 24 2015,Rottweiler,3,M,TRUE,Other
August 22 2015,SCHNOODLE,3,M,TRUE,Other
August 22 2015,MIN SCHNAUZER/MIN POODLE,2,M,TRUE,Other
August 23 2015,Pit Bull,2,M,TRUE,Other
September 11 2015,Shih Tzu,8,M,TRUE,Other
August 26 2015,German Shepherd,3,M,FALSE,Other
September 07 2015,ITALIAN KING CORSO,10,M,FALSE,Other
September 10 2015,SHIH TZU X,8,M,TRUE,Other
September 14 2015,Beagle Crossbreed,3,M,FALSE,Other
September 25 2015,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Other
August 30 2015,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Other
September 07 2015,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Other
September 25 2015,COTON DE TULEAR,3,M,TRUE,Other
October 04 2015,Cane Corso,4,M,FALSE,Other
October 11 2015,PIT BULL TERRIER,7,F,TRUE,Other
November 04 2015,Boston Terrier,5,F,TRUE,Other
November 28 2015,JACKAPOO,7,M,TRUE,Other
November 21 2015,Maltese,3,M,FALSE,Other
October 15 2015,GERMAN SHEPERD/AUSTRALIAN MIX,2,F,FALSE,Other
December 06 2015,Rottweiler,3,M,FALSE,Other
November 28 2015,Labrador Retriever Crossbreed,5,M,FALSE,Other
December 10 2015,Pit Bull,3,M,FALSE,Other
December 25 2015,Mixed/Other,7,F,TRUE,Other
December 24 2015,Pit Bull,3,M,TRUE,Other
December 31 2015,Beagle,9,F,TRUE,Other
December 31 2015,West High White Terrier,2,F,TRUE,Other
January 22 2016,Labrador Retriever Crossbreed,13,F,TRUE,Other
January 31 2016,YELLOW LAB/BEAGLE X,3,F,FALSE,Other
February 18 2016,Boxer,6,F,FALSE,Other
March 23 2016,Chihuahua Crossbreed,1,M,TRUE,Other
March 29 2016,Shih Tzu,6,M,FALSE,Other
April 11 2016,Shih Tzu,6,M,TRUE,Other
April 23 2016,Rhodesian Ridgeback,4,F,FALSE,Other
April 30 2016,AUST KELPIE/AM PIT BULL X,4,F,FALSE,Other
April 18 2016,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Other
April 26 2016,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Other
May 14 2016,MALTESE,2,M,TRUE,Other
June 04 2016,Shih Tzu,7,M,TRUE,Other
June 06 2016,AMERICAN BULLDOG,5,M,FALSE,Other
June 06 2016,AMERICAN BULLDOG,5,M,FALSE,Other
June 07 2016,German Shepherd,3,M,FALSE,Other
June 12 2016,Jack Russ,5,M,TRUE,Other
June 03 2016,Akita,10,M,FALSE,Other
May 29 2016,DACHSHUND,8,M,TRUE,Other
June 18 2016,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Other
June 18 2016,Labradoodle,8,F,TRUE,Other
June 26 2016,German Shepherd,3,M,FALSE,Other
June 22 2016,West High White Terrier,5,M,FALSE,Other
June 26 2016,Maltese,11,M,TRUE,Other
July 01 2016,Mixed/Other,2,M,TRUE,Other
July 03 2016,GOLDEN/DOODLE,3,M,TRUE,Other
July 04 2016,YORKIE MIX,3,M,TRUE,Other
May 11 2016,Chihuahua,7,M,FALSE,Other
July 10 2016,LABRADOR MIX,4,F,TRUE,Other
July 10 2016,Portuguese Water Dog,10,F,TRUE,Other
February 11 2016,Bull dog,8,M,TRUE,Other
July 15 2016,PITBULL/BOXER,3,F,FALSE,Other
July 09 2016,Shih Tzu,4,M,TRUE,Other
July 21 2016,Pit Bull,2,F,TRUE,Other
July 27 2016,Chihuahua,11,M,TRUE,Other
July 31 2016,Shih Tzu,2.5,M,FALSE,Other
August 05 2016,Cocker Spaniel,10,M,TRUE,Other
July 29 2016,Cock-A-Poo,1,M,FALSE,Other
August 06 2016,Pekingese,7,M,FALSE,Other
August 10 2016,Shih Tzu,1.8,M,TRUE,Other
August 19 2016,Pit Bull,1,M,FALSE,Other
August 19 2016,MIX BREED,4,M,TRUE,Other
August 20 2016,Miniature Pinscher,13,M,TRUE,Other
August 18 2016,Boxer,5,M,FALSE,Other
September 05 2016,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Other
September 06 2016,Labrador Retriever Crossbreed,3,M,FALSE,Other
September 03 2016,HUSKY/ SHIBA INU X,8,M,TRUE,Other
September 10 2016,ROTTWEILER/ CONCORD MIX,3,M,FALSE,Other
September 18 2016,American Pit Bull Mix / Pit Bull Mix,1,F,TRUE,Other
September 22 2016,WESTIES,6,M,FALSE,Other
September 29 2016,Beagle Crossbreed,2,F,TRUE,Other
October 03 2016,Pit Bull,1,M,FALSE,Other
September 29 2016,Mastiff; Bull,12,F,TRUE,Other
October 08 2016,Labradoodle,4,M,TRUE,Other
October 14 2016,CHIHUAHUA / DOTSON,10,F,FALSE,Other
October 24 2016,Mastiff; Bull,7,M,FALSE,Other
November 13 2016,Yorkshire Terrier,7,M,TRUE,Other
November 14 2016,Shih Tzu,2,M,FALSE,Other
November 20 2016,BRIARD MIX,4,M,FALSE,Other
November 25 2016,German Shepherd,7,M,FALSE,Other
December 03 2016,CATAHOULA MIX,1,M,TRUE,Other
December 04 2016,Poodle; Standard,5,M,FALSE,Other
December 11 2016,Doberman Pinscher,2,M,FALSE,Other
December 05 2016,American Pit Bull Terrier/Pit Bull,3,F,FALSE,Other
December 06 2016,Pit Bull,6,M,TRUE,Other
December 26 2016,Belgian Malinois,8,M,TRUE,Other
December 29 2016,BELGIAN TURVUREN,2,M,TRUE,Other
December 24 2016,BEAGLE MIX,8,F,TRUE,Other
December 25 2016,Pit Bull,4,M,FALSE,Other
January 15 2017,BORDER COLLIE MIX,13,F,FALSE,Other
January 21 2017,Yorkshire Terrier,7,M,FALSE,Other
January 16 2017,Pit Bull,2,M,FALSE,Other
February 05 2017,GOLDEN DOODLE,5,M,FALSE,Other
February 05 2017,GOLDEN DOODLE,5,M,FALSE,Other
February 10 2017,Shih Tzu,11,M,TRUE,Other
February 17 2017,MALTESE MIX,4,F,FALSE,Other
February 24 2017,BEAGLE/PIT BULL MIX,2,M,TRUE,Other
March 06 2017,SHIH TZU MIX,2,M,TRUE,Other
March 03 2017,Shih Tzu,2,M,FALSE,Other
February 28 2017,Cavalier King Charles Spaniel,2,M,TRUE,Other
March 10 2017,Cocker Spaniel,4,M,TRUE,Other
March 17 2017,Havanese,1,M,FALSE,Other
February 28 2017,American Staffordshire Terrier,2,M,TRUE,Other
April 05 2017,Pit Bull,2,M,FALSE,Other
April 16 2017,Pit Bull,6,M,TRUE,Other
April 17 2017,PODDLE MIX,6,M,TRUE,Other
May 27 2017,Miniature Pinscher,12,M,TRUE,Other
June 05 2017,Schnauzer; Miniature,4,M,FALSE,Other
June 09 2017,Pit Bull,2,M,TRUE,Other
June 10 2017,SHIBA MIX,6,F,TRUE,Other
June 20 2017,Pit Bull,6,M,FALSE,Other
June 18 2017,JACK RUSS MIX,9,M,FALSE,Other
June 21 2017,Shih Tzu,5,F,FALSE,Other
June 25 2017,Yorkshire Terrier,2,M,TRUE,Other
June 29 2017,Yorkshire Terrier,10,M,TRUE,Other
July 03 2017,HUSKY MIX,9,F,TRUE,Other
July 04 2017,PEKINGESE MIX,3,M,TRUE,Other
July 18 2017,SHEPHERD MIX,8,M,TRUE,Other
July 21 2017,German Shepherd,2,M,TRUE,Other
July 08 2017,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Other
July 26 2017,Chihuahua,2,F,TRUE,Other
July 23 2017,TERRIER MIX,1,M,TRUE,Other
July 26 2017,Schnauzer; Miniature,4,M,TRUE,Other
July 31 2017,YORKIE POODLE,10,M,TRUE,Other
August 11 2017,Papillon,7,F,TRUE,Other
August 13 2017,SHEPHERD MIX,4,M,TRUE,Other
August 19 2017,BEAGLE MIX,10,M,TRUE,Other
August 20 2017,MORKIE,3,M,TRUE,Other
August 21 2017,Jack Russ,8,F,FALSE,Other
August 12 2017,LABRADOR BOXER,7,F,TRUE,Other
August 24 2017,Mixed/Other,5,M,FALSE,Other
August 25 2017,TERRIER MIX,11,M,TRUE,Other
August 24 2017,Labrador Retriever,9,M,TRUE,Other
August 27 2017,TERRIER MIX,8,F,FALSE,Other
September 03 2017,MUTT MIX,1,M,TRUE,Other
September 03 2017,SHIH TZU COKER SPANIEL MIX,7,M,TRUE,Other
September 16 2017,PIT BULL MIX,2,M,FALSE,Other
September 17 2017,CHIHUAHUA / TERRIER MIX,6,M,TRUE,Other
September 24 2017,MALINOIS MIX,6,F,TRUE,Other
September 22 2017,Schnauzer; Miniature,4,M,TRUE,Other
September 12 2017,Australian Shepherd,1,M,TRUE,Other
October 08 2017,Rottweiler,1,M,TRUE,Other
October 10 2017,TERRIER MIX,15,M,FALSE,Other
October 12 2017,Cocker Spaniel,2,M,TRUE,Other
October 14 2017,Scottish Terrier,10,F,FALSE,Other
October 29 2017,Siberian Husky,6,M,TRUE,Other
November 04 2017,Mixed/Other,6,F,FALSE,Other
November 07 2017,LAB MIX,5,M,TRUE,Other
November 12 2017,Mixed/Other,1,M,FALSE,Other
November 23 2017,SHIH TZU MIX,6,M,TRUE,Other
November 23 2017,Bull Dog; French,3,F,TRUE,Other
November 25 2017,PIT BULL /BULL DOG,1,F,FALSE,Other
November 25 2017,PEKINGESE MIX,11,M,TRUE,Other
November 28 2017,Rottweiler,2,M,FALSE,Other
December 12 2017,Shiba Inu,1,M,TRUE,Other
December 16 2017,West High White Terrier,10,F,FALSE,Other
December 05 2017,PIT BULL,2,M,FALSE,Other
December 14 2017,LARGE MIXED BREED,6,M,FALSE,Other
December 27 2017,SHEPHERD MIX,3,M,TRUE,Other
December 24 2017,YORKIE MIX,8,M,TRUE,Other
December 27 2017,LAB/ PIT BULL MIX,12,F,TRUE,Other
December 26 2017,Bull Dog; English,8,M,TRUE,Other
June 28 2017,Doberman Pinscher,9,M,TRUE,Other
January 01 2015,Bull dog,3,F,FALSE,Queens
January 03 2015,Siberian Husky,6,M,FALSE,Queens
January 02 2015,Shih Tzu,5,F,FALSE,Queens
January 04 2015,Cocker Spaniel Crossbreed,4,M,TRUE,Queens
January 03 2015,Bichon Frise,4,F,TRUE,Queens
January 04 2015,SHIH TZU X,2,M,FALSE,Queens
January 07 2015,Pit Bull,2,M,TRUE,Queens
January 09 2015,Golden Retriever,14,M,FALSE,Queens
January 11 2015,Chihuahua,2,M,FALSE,Queens
January 11 2015,Chihuahua,7,M,FALSE,Queens
January 02 2015,Pit Bull,3,M,TRUE,Queens
January 08 2015,Boxer,7,F,FALSE,Queens
January 14 2015,Poodle; Standard,3,M,FALSE,Queens
January 17 2015,Rottweiler,1,M,FALSE,Queens
January 18 2015,Chihuahua,1,M,TRUE,Queens
January 21 2015,Yorkshire Terrier,3,M,FALSE,Queens
January 14 2015,German Shepherd,3,M,FALSE,Queens
January 23 2015,Pit Bull,8,M,TRUE,Queens
January 14 2015,Pit Bull,9,F,FALSE,Queens
January 27 2015,POODLE/SHIH TZU,6,M,TRUE,Queens
January 25 2015,Yorkshire Terrier,4,M,TRUE,Queens
January 31 2015,Poodle; Toy,2,M,FALSE,Queens
February 01 2015,American Staffordshire Terrier,3,M,FALSE,Queens
February 02 2015,Pit Bull,9,F,FALSE,Queens
February 02 2015,Yorkshire Terrier,9,M,TRUE,Queens
January 22 2015,Pit Bull,3,F,FALSE,Queens
February 03 2015,American Pit Bull Terrier/Pit Bull,11,M,FALSE,Queens
February 01 2015,Akita,6,F,TRUE,Queens
February 07 2015,WELSH/CORGI,6,F,TRUE,Queens
February 01 2015,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Queens
February 08 2015,Siberian Husky,1,M,FALSE,Queens
February 09 2015,Dachshund; Long Haired,9,M,FALSE,Queens
February 17 2015,Shih Tzu,10,M,TRUE,Queens
February 11 2015,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Queens
February 19 2015,American Eskimo,12,F,FALSE,Queens
February 22 2015,Boston Terrier,5,M,FALSE,Queens
February 23 2015,Maltese,5,M,TRUE,Queens
February 21 2015,Poodle; Standard,8,M,TRUE,Queens
February 21 2015,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Queens
February 21 2015,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Queens
February 24 2015,Mixed/Other,7,M,TRUE,Queens
February 13 2015,Bloodhound,8,M,TRUE,Queens
February 25 2015,Pointer,2,M,TRUE,Queens
February 24 2015,Shih Tzu,3,M,TRUE,Queens
February 28 2015,HAVANESE/ POODLE MIX,1,F,TRUE,Queens
March 01 2015,Poodle; Toy,14,F,TRUE,Queens
February 28 2015,Boston Terrier,8,M,TRUE,Queens
March 03 2015,Siberian Husky,10,F,FALSE,Queens
March 05 2015,Beagle,4,M,TRUE,Queens
March 02 2015,RHODESIAN RIDGEBACK/ TERRIER,8,M,TRUE,Queens
March 07 2015,Rottweiler,3,M,FALSE,Queens
March 07 2015,Rottweiler,3,M,FALSE,Queens
March 07 2015,Rottweiler,3,M,FALSE,Queens
February 28 2015,Siberian Husky,1,M,FALSE,Queens
March 07 2015,Pit Bull,2,M,TRUE,Queens
March 06 2015,Cocker Spaniel Crossbreed,4,M,FALSE,Queens
March 05 2015,Pomeranian,6,M,TRUE,Queens
March 03 2015,Pit Bull,4,F,TRUE,Queens
March 05 2015,Boston Terrier,1,M,TRUE,Queens
March 12 2015,Chihuahua,1,M,TRUE,Queens
March 14 2015,WESTY,7,F,FALSE,Queens
March 14 2015,Chihuahua,3,M,TRUE,Queens
March 15 2015,Pit Bull,2,F,TRUE,Queens
March 16 2015,Labrador Retriever,6,F,TRUE,Queens
March 17 2015,Bull dog,5,M,TRUE,Queens
March 22 2015,Akita,1,M,FALSE,Queens
March 22 2015,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Queens
March 23 2015,Chihuahua,1,M,FALSE,Queens
March 23 2015,Cotton De Tulear,5,M,FALSE,Queens
March 26 2015,Siberian Husky,3,M,TRUE,Queens
March 18 2015,Siberian Husky,4,M,FALSE,Queens
March 29 2015,Poodle; Miniature,4,M,TRUE,Queens
March 24 2015,Mixed/Other,1,F,TRUE,Queens
March 30 2015,Chihuahua,10,M,FALSE,Queens
March 26 2015,Pit Bull,3,M,FALSE,Queens
March 22 2015,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Queens
March 26 2015,Pit Bull,2,F,TRUE,Queens
March 31 2015,Poodle; Miniature,4,M,FALSE,Queens
March 26 2015,Jindo Dog;,3,M,TRUE,Queens
April 02 2015,American Staffordshire Terrier,3,M,FALSE,Queens
April 05 2015,Siberian Husky,15,F,FALSE,Queens
March 27 2015,German Shepherd,10,M,FALSE,Queens
April 02 2015,Poodle; Standard,1,M,FALSE,Queens
April 06 2015,Yorkshire Terrier,4,M,TRUE,Queens
April 02 2015,Beagle,11,M,TRUE,Queens
April 10 2015,Labrador Retriever Crossbreed,7,F,TRUE,Queens
April 09 2015,Shih Tzu,2,F,FALSE,Queens
April 12 2015,Pit Bull,11,M,FALSE,Queens
April 11 2015,Pit Bull,8,M,FALSE,Queens
April 10 2015,Chihuahua,5,M,TRUE,Queens
April 12 2015,Maltese,2,M,FALSE,Queens
April 12 2015,Pit Bull,3,F,TRUE,Queens
April 13 2015,Maltese,14,M,FALSE,Queens
April 10 2015,Maltese,4,M,FALSE,Queens
April 17 2015,LABRADOR/COCKER SPANIEL,7,M,FALSE,Queens
April 17 2015,TERRIER,1,M,TRUE,Queens
April 18 2015,Chow Chow,3,F,FALSE,Queens
April 18 2015,German Shepherd,3,M,TRUE,Queens
April 17 2015,Shih Tzu,9,M,FALSE,Queens
April 13 2015,Pit Bull,4,M,TRUE,Queens
April 20 2015,Labrador Retriever,2,F,TRUE,Queens
April 14 2015,TERRIER MIX,1,M,TRUE,Queens
April 21 2015,Pit Bull,1,M,TRUE,Queens
April 20 2015,Shiba Inu,9,F,TRUE,Queens
April 25 2015,Cocker Spaniel,3,M,FALSE,Queens
April 26 2015,Maltese,9,F,TRUE,Queens
April 23 2015,Pit Bull,14,M,FALSE,Queens
April 25 2015,Chow Chow,3,M,TRUE,Queens
April 20 2015,Pit Bull,4,M,FALSE,Queens
April 27 2015,Pit Bull,2,M,TRUE,Queens
April 28 2015,Shiba Inu,2,M,TRUE,Queens
April 28 2015,Poodle; Standard,7,M,FALSE,Queens
April 24 2015,Pit Bull,1,F,FALSE,Queens
April 29 2015,Pit Bull,2,F,FALSE,Queens
April 29 2015,Pit Bull,3,F,FALSE,Queens
April 29 2015,Pit Bull,3,F,FALSE,Queens
May 02 2015,Siberian Husky,4,M,TRUE,Queens
May 03 2015,BASENJI,2,M,TRUE,Queens
May 04 2015,Rottweiler,9,F,TRUE,Queens
April 25 2015,Boxer,6,F,TRUE,Queens
May 05 2015,Jack Russ,7,F,TRUE,Queens
May 02 2015,Havanese,3,M,TRUE,Queens
May 04 2015,German Shepherd,3,F,TRUE,Queens
May 04 2015,Labradoodle,9,F,TRUE,Queens
April 18 2015,Pit Bull,6,F,FALSE,Queens
May 07 2015,Chihuahua,2,M,TRUE,Queens
May 08 2015,Siberian Husky,1,M,TRUE,Queens
May 09 2015,Pit Bull,1,M,FALSE,Queens
May 05 2015,Pit Bull,17,F,TRUE,Queens
May 08 2015,Pit Bull,2,M,TRUE,Queens
May 09 2015,TERRIER X,2,M,TRUE,Queens
May 08 2015,American Pit Bull Terrier/Pit Bull,6,F,FALSE,Queens
May 03 2015,Pit Bull,4,M,TRUE,Queens
April 26 2015,Rottweiler,4,M,TRUE,Queens
March 22 2015,German Shepherd,5,F,TRUE,Queens
May 08 2015,Pit Bull,5,M,FALSE,Queens
May 17 2015,American Pit Bull Mix / Pit Bull Mix,7,M,TRUE,Queens
May 14 2015,Mixed/Other,2,M,FALSE,Queens
April 16 2015,Bull Dog; English,2,F,TRUE,Queens
May 17 2015,Chihuahua,2,M,FALSE,Queens
May 19 2015,Chow Chow,8,M,FALSE,Queens
May 19 2015,Rottweiler,8,M,FALSE,Queens
May 20 2015,CHOW/MINI PINCHER,3,F,FALSE,Queens
May 20 2015,Shiba Inu,6,M,TRUE,Queens
May 02 2015,Bull dog,3,M,TRUE,Queens
May 25 2015,Jack Russ,2,M,FALSE,Queens
May 25 2015,Mixed/Other,5,M,TRUE,Queens
May 25 2015,Golden Retriever,8,M,FALSE,Queens
May 27 2015,Shih Tzu,1,M,FALSE,Queens
May 16 2015,PITBULL/BOXER,5,M,TRUE,Queens
May 08 2015,Bull dog,12,M,TRUE,Queens
May 29 2015,Maltese,7,M,FALSE,Queens
May 30 2015,Pit Bull,1,M,TRUE,Queens
May 30 2015,Jindo Dog;,7,M,TRUE,Queens
May 18 2015,Pit Bull,4,F,TRUE,Queens
May 31 2015,Labrador Retriever,4,M,TRUE,Queens
June 01 2015,Pit Bull,3,M,FALSE,Queens
June 02 2015,Jindo Dog;,4,F,TRUE,Queens
May 27 2015,Samoyed,8,M,TRUE,Queens
June 05 2015,Pit Bull,2,F,FALSE,Queens
June 04 2015,Staffordshire Bull Terrier,2,M,FALSE,Queens
June 07 2015,RED & BLUE NOSE PIT BULL,3,M,FALSE,Queens
June 06 2015,PIT BULL BULLY,4,M,FALSE,Queens
May 31 2015,Shih Tzu,1,M,FALSE,Queens
June 07 2015,Rottweiler,2,M,FALSE,Queens
June 08 2015,Pit Bull,3,M,FALSE,Queens
June 10 2015,Dachshund; Long Haired,3,F,TRUE,Queens
June 06 2015,Poodle; Standard,5,M,TRUE,Queens
June 10 2015,Bichon Frise,6,M,TRUE,Queens
June 12 2015,Maltese,2,M,FALSE,Queens
June 13 2015,Siberian Husky,2,M,FALSE,Queens
June 14 2015,GERMAN SHEPARD/PITBULL,3,F,TRUE,Queens
June 06 2015,Bull Dog; French,8,M,TRUE,Queens
June 15 2015,MALTESE MIX,2,M,TRUE,Queens
June 15 2015,Rottweiler,6,M,FALSE,Queens
June 15 2015,Labrador Retriever Crossbreed,5,F,TRUE,Queens
June 06 2015,Chihuahua,5,M,FALSE,Queens
June 16 2015,Siberian Husky,2,M,FALSE,Queens
June 16 2015,Pit Bull,7,M,TRUE,Queens
June 06 2015,Havanese,7,F,FALSE,Queens
June 18 2015,Boxer,8,M,TRUE,Queens
June 21 2015,Shih Tzu,3,M,FALSE,Queens
June 20 2015,Maltese,7,M,FALSE,Queens
June 20 2015,Labrador Retriever,4,M,TRUE,Queens
June 22 2015,Shih Tzu,1,M,FALSE,Queens
June 21 2015,Cocker Spaniel,8,F,FALSE,Queens
May 30 2015,Maltese,7,M,TRUE,Queens
June 24 2015,SHIHTZU/ POODLE,8,M,TRUE,Queens
June 27 2015,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Queens
June 27 2015,Pit Bull,2,M,TRUE,Queens
June 28 2015,SHIH TZU/POODLE,7,M,FALSE,Queens
June 27 2015,Siberian Husky,4,M,TRUE,Queens
June 27 2015,German Shepherd,1,M,TRUE,Queens
June 26 2015,Samoyed,13,M,FALSE,Queens
June 27 2015,Pit Bull,3,M,FALSE,Queens
June 27 2015,German Shepherd,16,F,TRUE,Queens
June 29 2015,Cairn Terrier,8,M,FALSE,Queens
June 30 2015,German Shepherd,5,M,FALSE,Queens
June 11 2015,German Shepherd,3,F,FALSE,Queens
June 13 2015,Shih Tzu,3,M,FALSE,Queens
July 01 2015,Akita,2,M,FALSE,Queens
June 29 2015,Norfolk Terrier,2,M,TRUE,Queens
June 29 2015,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Queens
June 30 2015,Yorkshire Terrier,3,M,FALSE,Queens
July 02 2015,Labrador Retriever,5,M,FALSE,Queens
June 28 2015,Poodle; Miniature,11,F,TRUE,Queens
July 01 2015,Miniature Pinscher,6,M,TRUE,Queens
July 07 2015,German Shepherd,1,M,FALSE,Queens
July 03 2015,PIT BULL & SILKY TERRIER X,5,F,FALSE,Queens
July 02 2015,American Staffordshire Terrier,3,M,FALSE,Queens
July 04 2015,Chihuahua,12,F,TRUE,Queens
July 05 2015,Rottweiler,3,M,TRUE,Queens
July 03 2015,Havanese,5,M,TRUE,Queens
July 05 2015,Pit Bull,5,M,FALSE,Queens
June 12 2015,Pit Bull,1,M,FALSE,Queens
July 08 2015,BOXER/BOSTON TERRIER,7,F,TRUE,Queens
July 08 2015,Cocker Spaniel,5,M,TRUE,Queens
July 10 2015,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Queens
July 12 2015,POODLE-X,3,M,TRUE,Queens
July 07 2015,Bull Dog; English,6,M,FALSE,Queens
