DateOfBite,Breed,Age,Gender,SpayNeuter,Borough
September 18 2016,YORKSHIRE TERRIER MIX,6,M,TRUE,Manhattan
September 22 2016,NOVA SCOTIA DUCK TOLLING RETRIEVER,4,M,TRUE,Manhattan
September 17 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Manhattan
September 25 2016,RAT TERRIER,2,M,TRUE,Manhattan
September 26 2016,SHEPHERD MIX,4,M,TRUE,Manhattan
September 28 2016,Collie; Border,5,M,TRUE,Manhattan
September 25 2016,ROTTWEILER MIX,2,M,TRUE,Manhattan
October 01 2016,DACHSCHUND/ JACK RUSSELL TERRIER MIX,3,M,FALSE,Manhattan
September 30 2016,Collie; Border,14,M,TRUE,Manhattan
September 14 2016,Pit Bull,2,M,FALSE,Manhattan
October 04 2016,Yorkshire Terrier,8,M,TRUE,Manhattan
October 05 2016,Bull Dog; French,2,F,TRUE,Manhattan
October 06 2016,Pit Bull,2,M,FALSE,Manhattan
October 11 2016,Bichon Frise,2,M,TRUE,Manhattan
October 10 2016,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan
October 06 2016,American Staffordshire Terrier,4,F,TRUE,Manhattan
October 12 2016,Bull Dog; English,1,F,TRUE,Manhattan
October 09 2016,Staffordshire Bull Terrier,2,F,TRUE,Manhattan
October 12 2016,Shar-Pei; Chinese,2,M,TRUE,Manhattan
October 16 2016,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Manhattan
October 19 2016,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Manhattan
October 17 2016,WHITE POINT GRIFFON,5,M,TRUE,Manhattan
October 20 2016,Havanese,6,M,TRUE,Manhattan
October 21 2016,Rhodesian Ridgeback,5,F,TRUE,Manhattan
October 23 2016,MINI GOLDEN DODDLE,7,M,TRUE,Manhattan
October 22 2016,Pit Bull,2,M,FALSE,Manhattan
October 22 2016,Poodle; Standard,1,M,FALSE,Manhattan
October 26 2016,Bull Dog; English,3,M,FALSE,Manhattan
October 27 2016,Jack Russ,4,M,TRUE,Manhattan
October 17 2016,Golden Retriever,1,M,TRUE,Manhattan
October 26 2016,Pekingese,10,F,TRUE,Manhattan
October 31 2016,Shih Tzu,9,F,FALSE,Manhattan
November 01 2016,Pit Bull,3,M,FALSE,Manhattan
November 01 2016,Pit Bull,4,M,FALSE,Manhattan
October 27 2016,Shiba Inu,8,M,TRUE,Manhattan
November 05 2016,BORDER COLLIE & WHIPPET MIX,1,F,TRUE,Manhattan
November 05 2016,Cocker Spaniel,3,M,TRUE,Manhattan
November 03 2016,Pit Bull,3,M,TRUE,Manhattan
November 12 2016,Pit Bull,6,F,FALSE,Manhattan
November 13 2016,American Pit Bull Mix / Pit Bull Mix,10,M,TRUE,Manhattan
November 08 2016,Havanese,2,M,TRUE,Manhattan
November 15 2016,Bull Dog; English,1,M,TRUE,Manhattan
November 18 2016,PUGGLE,6,M,TRUE,Manhattan
November 16 2016,Shih Tzu,8,F,TRUE,Manhattan
November 18 2016,Yorkshire Terrier,8,M,TRUE,Manhattan
November 06 2016,BOXER/ AMERICAN STAFFORDSHIRE,6,F,TRUE,Manhattan
November 20 2016,Mixed/Other,11,M,TRUE,Manhattan
November 11 2016,Pit Bull,8,F,TRUE,Manhattan
November 18 2016,LABRADOR MIX,4,M,TRUE,Manhattan
November 18 2016,Chihuahua,3,M,FALSE,Manhattan
November 21 2016,Yorkshire Terrier,2,M,FALSE,Manhattan
November 20 2016,Dachshund; Long Haired,7,M,TRUE,Manhattan
November 15 2016,Australian Shepherd,2,M,TRUE,Manhattan
November 15 2016,Rhodesian Ridgeback,2,F,TRUE,Manhattan
November 24 2016,CORGI MIX,2,F,FALSE,Manhattan
November 26 2016,Pit Bull,1,M,FALSE,Manhattan
November 26 2016,Miniature Pinscher,15,M,FALSE,Manhattan
November 25 2016,COCKER SPANIEL/ TOY POODLE,3,M,FALSE,Manhattan
December 01 2016,Staffordshire Bull Terrier,2,F,TRUE,Manhattan
December 02 2016,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Manhattan
November 29 2016,Bull Dog; French,2,F,TRUE,Manhattan
December 02 2016,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan
December 05 2016,Japanese Chin/Spaniel,2,M,TRUE,Manhattan
December 07 2016,DOGO ARGENTINO,1,M,TRUE,Manhattan
December 06 2016,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Manhattan
December 06 2016,American Pit Bull Mix / Pit Bull Mix,5,M,TRUE,Manhattan
December 03 2016,Cocker Spaniel,11,M,FALSE,Manhattan
December 14 2016,Boston Terrier,4,M,TRUE,Manhattan
December 19 2016,Poodle; Standard,7,F,TRUE,Manhattan
December 14 2016,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Manhattan
December 21 2016,Cocker Spaniel,2,M,TRUE,Manhattan
December 18 2016,Labrador Retriever,6,M,FALSE,Manhattan
December 18 2016,Pit Bull,5,M,FALSE,Manhattan
December 18 2016,Pit Bull,5,M,FALSE,Manhattan
December 23 2016,GOLDEN DOODLE,3,M,TRUE,Manhattan
December 23 2016,MALTIPOO,7,M,TRUE,Manhattan
December 25 2016,Cocker Spaniel,4,M,TRUE,Manhattan
December 24 2016,Shih Tzu,2,F,TRUE,Manhattan
December 26 2016,American Pit Bull Mix / Pit Bull Mix,4,F,FALSE,Manhattan
December 27 2016,American Pit Bull Terrier/Pit Bull,3,F,TRUE,Manhattan
December 22 2016,Pit Bull,2,M,TRUE,Manhattan
December 23 2016,BOXER AND PIT BULL MIX,5,M,TRUE,Manhattan
December 25 2016,Shih Tzu,3,M,FALSE,Manhattan
December 27 2016,Shiba Inu,5,M,TRUE,Manhattan
January 02 2017,Dalmatian,9,M,FALSE,Manhattan
January 02 2017,Beagle,9,M,TRUE,Manhattan
December 13 2016,BASSET HOUND,9,M,FALSE,Manhattan
January 03 2017,Labrador Retriever,5,M,TRUE,Manhattan
December 28 2016,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Manhattan
January 04 2017,Shih Tzu,10,M,TRUE,Manhattan
January 09 2017,Yorkshire Terrier,7,M,FALSE,Manhattan
January 13 2016,Pit Bull,3,M,TRUE,Manhattan
January 12 2017,LOWCHEN,13,M,TRUE,Manhattan
January 18 2017,LABRADOR MIX,5,M,TRUE,Manhattan
January 11 2017,CORGI MIX,9,F,FALSE,Manhattan
January 17 2017,POODLE MIX,8,M,FALSE,Manhattan
January 08 2017,Mixed/Other,6,F,FALSE,Manhattan
January 18 2017,Mixed/Other,4,F,TRUE,Manhattan
January 19 2017,Pit Bull,1,F,FALSE,Manhattan
January 21 2017,Siberian Husky,3,M,TRUE,Manhattan
January 21 2017,LABRADOR RETRIEVER MIX,9,M,TRUE,Manhattan
January 20 2017,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Manhattan
January 23 2017,SHEPHERD/TERRIER X,4,F,TRUE,Manhattan
January 21 2017,Golden Retriever,10,M,FALSE,Manhattan
January 25 2017,Shih Tzu,6,M,TRUE,Manhattan
January 25 2017,Pit Bull,4,M,FALSE,Manhattan
January 25 2017,Mixed/Other,1,F,TRUE,Manhattan
January 07 2017,Pit Bull,5,M,TRUE,Manhattan
January 26 2017,Beagle,2,M,TRUE,Manhattan
January 28 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan
January 29 2017,Labrador Retriever,4.5,F,TRUE,Manhattan
January 31 2017,Great Dane,7,M,TRUE,Manhattan
January 31 2017,Boxer,1,M,TRUE,Manhattan
February 06 2017,BOXER / PIT BULL MIX,6,F,TRUE,Manhattan
January 25 2017,Tibetan Terrier,13,M,TRUE,Manhattan
February 02 2017,Bull dog,5,M,FALSE,Manhattan
February 04 2017,Cavalier King Charles Spaniel,10,M,TRUE,Manhattan
February 09 2017,Staffordshire Bull Terrier,1,M,FALSE,Manhattan
February 08 2017,Labrador Retriever,6,M,FALSE,Manhattan
February 12 2017,LHASA APSO MIX,5,M,FALSE,Manhattan
February 13 2017,TERRIER MIX,12,M,TRUE,Manhattan
February 11 2017,AUSTRALIAN CATTLE DOG,3,M,FALSE,Manhattan
February 12 2017,Bull Terrier,2,M,TRUE,Manhattan
February 20 2017,STAFFORDSHIRE MIX,2,M,FALSE,Manhattan
February 18 2017,Chihuahua Crossbreed,8,F,TRUE,Manhattan
February 21 2017,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Manhattan
February 16 2017,Bichon Frise,6,F,TRUE,Manhattan
February 23 2017,Chihuahua,4,F,TRUE,Manhattan
February 27 2017,Pekingese,8,M,TRUE,Manhattan
February 28 2017,Pit Bull,5,M,TRUE,Manhattan
February 23 2017,Pit Bull,4,M,TRUE,Manhattan
March 04 2017,Pit Bull,2,M,FALSE,Manhattan
March 03 2017,FRENCH BULL DOG,3,M,FALSE,Manhattan
March 03 2017,COLLIE/LABRADOE,3,M,TRUE,Manhattan
March 02 2017,BRIARD,1,M,FALSE,Manhattan
March 06 2017,SPANIEL MIX,5,F,FALSE,Manhattan
March 05 2017,Beagle,11,M,TRUE,Manhattan
March 02 2017,Jack Russ,1,M,FALSE,Manhattan
March 12 2017,Pit Bull,8,M,TRUE,Manhattan
March 10 2017,COLLIE MIX,10,F,TRUE,Manhattan
March 10 2017,American Pit Bull Terrier/Pit Bull,6,F,FALSE,Manhattan
March 16 2017,American Staffordshire Terrier,5,F,TRUE,Manhattan
March 18 2017,Havanese,1,M,TRUE,Manhattan
March 19 2017,Bull dog,8,M,TRUE,Manhattan
March 18 2017,Chihuahua,2,F,FALSE,Manhattan
March 21 2017,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan
March 12 2017,Pit Bull,1,M,TRUE,Manhattan
March 19 2017,Dachshund; Long Haired Miniature,4,M,TRUE,Manhattan
March 22 2017,Yorkshire Terrier,13,M,TRUE,Manhattan
March 12 2017,American Staffordshire Terrier,4,M,FALSE,Manhattan
March 24 2017,SHIH TZU MIX,6,M,TRUE,Manhattan
March 25 2017,Chihuahua,10,M,FALSE,Manhattan
March 31 2017,Labrador Retriever Crossbreed,3,F,FALSE,Manhattan
April 02 2017,Pit Bull,3,M,TRUE,Manhattan
April 02 2017,BOXER MIX,1,F,TRUE,Manhattan
April 06 2017,ENGLIH BULLDOG,8,F,TRUE,Manhattan
April 06 2017,American Staffordshire Terrier,2,M,FALSE,Manhattan
March 31 2017,American Staffordshire Terrier,1,M,TRUE,Manhattan
April 04 2017,Tibetan Terrier,8,M,TRUE,Manhattan
December 16 2016,Belgian Malinois,7,M,FALSE,Manhattan
April 09 2017,JACK RUSSELL TERRIER MIX,1,M,TRUE,Manhattan
April 12 2017,MORKIE,1,M,TRUE,Manhattan
April 11 2017,PIT BULL / LABRADOR MIX,4,F,TRUE,Manhattan
April 07 2017,Bull Dog; French,10,M,TRUE,Manhattan
April 16 2017,Shih Tzu,8,F,TRUE,Manhattan
April 14 2017,Shiba Inu,13,M,TRUE,Manhattan
April 14 2017,Poodle; Standard,3,M,TRUE,Manhattan
April 13 2017,BRUSSELS GRIFFON/ SHIH TZU,7,M,TRUE,Manhattan
April 15 2017,MIXED BREED,4,M,TRUE,Manhattan
April 18 2017,Chihuahua,6,M,TRUE,Manhattan
April 20 2017,Pit Bull,3,M,TRUE,Manhattan
April 17 2017,Shih Tzu,3,M,FALSE,Manhattan
April 20 2017,Bull dog,5,M,TRUE,Manhattan
April 20 2017,STAFFORDSHIRE MIX,1,M,TRUE,Manhattan
April 21 2017,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Manhattan
April 23 2017,CHIHUAHUA/ DACHSCHUND MIX,2,M,TRUE,Manhattan
April 22 2017,Pit Bull,2,M,FALSE,Manhattan
April 23 2017,Labrador Retriever,5,F,FALSE,Manhattan
April 21 2017,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Manhattan
April 21 2017,PITBULL/LAB MIX,7,F,FALSE,Manhattan
April 26 2017,Schnauzer; Miniature,3,M,TRUE,Manhattan
April 26 2017,Bouvier Des Flandres,6,M,FALSE,Manhattan
April 29 2017,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Manhattan
April 29 2017,Yorkshire Terrier,5,F,FALSE,Manhattan
April 30 2017,GOLDEN RETRIEVER/ LAB RETRIEVER,8,M,TRUE,Manhattan
April 29 2017,LABRADOR MIX,5,M,TRUE,Manhattan
May 01 2017,Chihuahua,9,M,TRUE,Manhattan
April 30 2017,RAT TERRIER,11,F,FALSE,Manhattan
April 30 2017,Golden Retriever,6,M,TRUE,Manhattan
April 29 2017,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Manhattan
April 27 2017,Chihuahua,5,M,TRUE,Manhattan
May 04 2017,Beagle,6,M,TRUE,Manhattan
April 28 2017,Chihuahua,2,M,TRUE,Manhattan
May 08 2017,MALTESE MIX,4,F,TRUE,Manhattan
May 06 2017,Labrador Retriever,1,M,FALSE,Manhattan
May 06 2017,LHASA APSO / POODLE MIX,8,M,TRUE,Manhattan
May 10 2017,Pit Bull,1,M,FALSE,Manhattan
May 15 2017,DACHSHUND,7,M,TRUE,Manhattan
May 12 2017,Brittany Spaniel,11,F,TRUE,Manhattan
May 13 2017,Portuguese Water Dog,3,M,TRUE,Manhattan
May 12 2017,TERRIER MIX,6,M,TRUE,Manhattan
May 13 2017,Papillon,6,M,TRUE,Manhattan
May 05 2017,MIXED BREED,6,M,TRUE,Manhattan
May 17 2017,Chihuahua Crossbreed,2,F,FALSE,Manhattan
May 17 2017,Jack Russ,3,F,TRUE,Manhattan
May 19 2017,Labrador Retriever,5,M,TRUE,Manhattan
May 11 2017,AFRICAN BOERBOEL,3,M,FALSE,Manhattan
May 22 2017,MIXED BREED,8,F,TRUE,Manhattan
May 22 2017,Mixed/Other,8,F,TRUE,Manhattan
May 20 2017,MASTIFF,2,F,FALSE,Manhattan
May 20 2017,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Manhattan
May 21 2017,Pit Bull,9,M,TRUE,Manhattan
May 24 2017,TERRIER,3,M,FALSE,Manhattan
May 24 2017,Labrador Retriever,2,F,FALSE,Manhattan
May 24 2017,Chihuahua,4,F,FALSE,Manhattan
May 25 2017,Pit Bull,12,F,FALSE,Manhattan
May 27 2017,CATAHOULA TERRIER MIX,2,F,TRUE,Manhattan
June 01 2017,Bichon Frise,9,M,TRUE,Manhattan
May 30 2017,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Manhattan
May 28 2017,STAFFORDSHIRE MIX,6,M,TRUE,Manhattan
June 02 2017,Bull dog,7,M,TRUE,Manhattan
June 01 2017,Clumber Spaniel,11,M,TRUE,Manhattan
June 03 2017,Pit Bull,2,M,FALSE,Manhattan
June 06 2017,Bull dog,1,M,TRUE,Manhattan
June 08 2017,TERRIER MIX,3,M,TRUE,Manhattan
June 09 2017,West High White Terrier,6,M,TRUE,Manhattan
June 12 2017,POMERANIAN MIX,9,M,TRUE,Manhattan
June 10 2017,CHIHUAHUA MIX,6,F,TRUE,Manhattan
June 06 2017,Shih Tzu,8,M,TRUE,Manhattan
June 10 2017,Weimaraner,3,F,TRUE,Manhattan
June 12 2017,Wheaton Terrier,3,F,TRUE,Manhattan
June 06 2017,Pit Bull,10,M,TRUE,Manhattan
June 14 2017,American Pit Bull Mix / Pit Bull Mix,1,F,TRUE,Manhattan
June 07 2017,TERRIER MIX,8,M,TRUE,Manhattan
June 02 2017,Mixed/Other,8,M,TRUE,Manhattan
May 21 2017,Australian Shepherd,2,F,TRUE,Manhattan
May 15 2017,Doberman Pinscher,6,F,TRUE,Manhattan
June 17 2017,American Pit Bull Mix / Pit Bull Mix,6,M,TRUE,Manhattan
June 18 2017,American Pit Bull Mix / Pit Bull Mix,8,M,TRUE,Manhattan
June 16 2017,Schnauzer; Giant,2,M,TRUE,Manhattan
June 09 2017,Mixed/Other,5,M,FALSE,Manhattan
June 20 2017,FRENCH BULLDOG/ STAFFORSHIRE TERRIER MIX,4,F,TRUE,Manhattan
June 16 2017,Bull Dog; English,6,M,TRUE,Manhattan
June 17 2017,Bull Dog; English,2,M,TRUE,Manhattan
June 20 2017,Pit Bull,3,F,FALSE,Manhattan
June 16 2017,Shih Tzu,3,F,TRUE,Manhattan
June 15 2017,TERRIER MIX,1,F,TRUE,Manhattan
June 21 2017,Jack Russ,6,M,FALSE,Manhattan
June 24 2017,Greyhound,11,M,FALSE,Manhattan
May 04 2017,Pit Bull,3,F,FALSE,Manhattan
June 22 2017,Poodle; Standard,8,M,FALSE,Manhattan
June 24 2017,Cocker Spaniel,11,F,FALSE,Manhattan
June 23 2017,Siberian Husky,5,F,TRUE,Manhattan
June 27 2017,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Manhattan
June 27 2017,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Manhattan
June 30 2017,Pit Bull,2,M,FALSE,Manhattan
June 29 2017,Miniature Pinscher,2,M,TRUE,Manhattan
May 18 2017,Akita,5,M,TRUE,Manhattan
June 30 2017,Bichon Frise,6,M,TRUE,Manhattan
July 02 2017,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Manhattan
July 04 2017,PUGGLE,6,M,TRUE,Manhattan
July 04 2017,Jack Russ,2,F,FALSE,Manhattan
June 14 2017,Bull dog,2,M,TRUE,Manhattan
July 05 2017,Labrador Retriever,15,F,FALSE,Manhattan
July 06 2017,Tibetan Terrier,5,M,TRUE,Manhattan
July 09 2017,PIT BULL MIX,3,M,TRUE,Manhattan
July 09 2017,Yorkshire Terrier,8,M,FALSE,Manhattan
July 02 2017,Shih Tzu,8,M,TRUE,Manhattan
July 08 2017,TERRIER,1,F,TRUE,Manhattan
July 08 2017,Chihuahua,3,F,TRUE,Manhattan
July 07 2017,Pit Bull,1,M,FALSE,Manhattan
July 03 2017,SHIH TZU/ COCKER SPANIEL,4,M,TRUE,Manhattan
July 13 2017,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Manhattan
July 06 2017,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Manhattan
July 15 2017,Yorkshire Terrier,5,M,TRUE,Manhattan
July 15 2017,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Manhattan
July 16 2017,CHIHUAHUA SH/ RAT TERRIER,3,M,TRUE,Manhattan
July 18 2017,TERRIER MIX,11,M,TRUE,Manhattan
July 16 2017,Schnauzer; Miniature,13,F,TRUE,Manhattan
July 19 2017,Shih Tzu,4,M,FALSE,Manhattan
July 22 2017,Bull Dog; English,3,M,FALSE,Manhattan
July 24 2017,PARSON RUSSELL TERRIER,12,F,FALSE,Manhattan
July 21 2017,German Shepherd,1,M,FALSE,Manhattan
July 22 2017,American Pit Bull Mix / Pit Bull Mix,7,M,FALSE,Manhattan
July 22 2017,American Pit Bull Mix / Pit Bull Mix,7,M,FALSE,Manhattan
July 25 2017,Pit Bull,1,F,FALSE,Manhattan
July 27 2017,Australian Shepherd,5,F,TRUE,Manhattan
July 21 2017,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan
July 30 2017,Yorkshire Terrier Crossbreed,2,M,FALSE,Manhattan
July 12 2017,Havanese,5,M,TRUE,Manhattan
July 25 2017,SHEPARD MIX,2,M,FALSE,Manhattan
August 01 2017,BORDER COLLIE/LAB,8,F,TRUE,Manhattan
August 06 2017,Australian Shepherd,1,M,TRUE,Manhattan
August 05 2017,AUSTRALIAN CATTLE DOG,6,M,TRUE,Manhattan
August 04 2017,Chihuahua Crossbreed,4,M,TRUE,Manhattan
August 08 2017,TERRIER MIX,7,M,TRUE,Manhattan
August 09 2017,Boston Terrier,9,M,TRUE,Manhattan
August 10 2017,Cotton De Tulear,3,M,TRUE,Manhattan
August 09 2017,American Staffordshire Terrier,2,M,FALSE,Manhattan
August 08 2017,TERRIER MIX,8,M,TRUE,Manhattan
August 12 2017,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Manhattan
August 08 2017,Siberian Husky,2,M,TRUE,Manhattan
August 10 2017,SHARPEI/ BRITTANY,1,M,TRUE,Manhattan
August 12 2017,Pit Bull,7,M,FALSE,Manhattan
August 12 2017,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Manhattan
August 13 2017,Pit Bull,1,F,FALSE,Manhattan
August 17 2017,SHEEP DOG,2,F,FALSE,Manhattan
August 15 2017,CHIHUAHUA MIX,7,M,TRUE,Manhattan
August 08 2017,WOLFHOUND CROSSBREED,11,M,TRUE,Manhattan
August 16 2017,Doberman Pinscher,3,M,FALSE,Manhattan
August 18 2017,Brussels Griffon,4,M,TRUE,Manhattan
August 11 2017,German Shepherd,9,M,FALSE,Manhattan
August 18 2017,MONGREL MIX,16,F,TRUE,Manhattan
August 22 2017,Shih Tzu,10,F,FALSE,Manhattan
August 22 2017,Rhodesian Ridgeback,2,M,FALSE,Manhattan
August 21 2017,American Pit Bull Terrier/Pit Bull,2,M,TRUE,Manhattan
August 27 2017,German Shepherd,8,F,TRUE,Manhattan
August 25 2017,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Manhattan
August 22 2017,Jack Russ,8,F,TRUE,Manhattan
August 27 2017,TERRIER MIX,8,M,TRUE,Manhattan
August 30 2017,Pit Bull,5,M,TRUE,Manhattan
August 29 2017,Pit Bull,2,M,FALSE,Manhattan
August 30 2017,Bull Terrier,4,M,TRUE,Manhattan
August 30 2017,Pit Bull,5,M,FALSE,Manhattan
August 22 2017,Weimaraner,2,M,TRUE,Manhattan
August 31 2017,Newfoundland,11,M,TRUE,Manhattan
September 02 2017,Maltese,7,M,TRUE,Manhattan
September 03 2017,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Manhattan
September 05 2017,Cocker Spaniel,4,M,TRUE,Manhattan
September 02 2017,Yorkshire Terrier,13,M,TRUE,Manhattan
September 08 2017,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Manhattan
September 10 2017,Akita,6,M,FALSE,Manhattan
July 12 2017,Bernese Mountain,6,M,TRUE,Manhattan
September 11 2017,COCKAPOO,10,M,TRUE,Manhattan
September 12 2017,Pomeranian,13,M,TRUE,Manhattan
September 06 2017,PIT BULL / GERMAN SHEPHERD MIX,1,M,FALSE,Manhattan
September 16 2017,American Staffordshire Terrier,2,M,FALSE,Manhattan
September 14 2017,TERRIER MIX,3,F,TRUE,Manhattan
September 16 2017,Shih Tzu,11,M,FALSE,Manhattan
September 17 2017,SHIH TZU CROSSBREED,3,F,TRUE,Manhattan
September 16 2017,Maltese,8,M,TRUE,Manhattan
September 08 2017,Pomeranian,7,M,FALSE,Manhattan
September 18 2017,Greyhound,7,M,FALSE,Manhattan
September 20 2017,Pit Bull,1,M,TRUE,Manhattan
September 09 2017,Shih Tzu,3,M,TRUE,Manhattan
September 17 2017,Pomeranian,16,M,FALSE,Manhattan
September 22 2017,Portuguese Water Dog,11,M,TRUE,Manhattan
September 22 2017,Pit Bull,1,M,FALSE,Manhattan
September 23 2017,AMERICAN STAFF MIX,4,M,FALSE,Manhattan
September 27 2017,TERRIER MIX,5,F,TRUE,Manhattan
September 27 2017,CHIHUAHUA/YORKSHIRE MIX,1,F,FALSE,Manhattan
September 27 2017,Pomeranian,8,M,TRUE,Manhattan
September 28 2017,Shih Tzu,5,F,TRUE,Manhattan
September 29 2017,Pit Bull,8,M,FALSE,Manhattan
September 29 2017,Saint Bernard,4,M,FALSE,Manhattan
September 30 2017,Yorkshire Terrier,4,M,TRUE,Manhattan
September 24 2017,Pit Bull,5,M,TRUE,Manhattan
October 02 2017,Bull Dog; French,2,F,TRUE,Manhattan
September 30 2017,Boxer,5,M,TRUE,Manhattan
September 29 2017,Mastiff; Bull,6,F,TRUE,Manhattan
September 29 2017,Shih Tzu,2,M,FALSE,Manhattan
September 30 2017,Jack Russ,13,F,TRUE,Manhattan
October 02 2017,Labrador Retriever,3,M,TRUE,Manhattan
September 28 2017,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan
October 04 2017,JACK RUSSELL TERRIER/ BASENJI MIX,11,F,TRUE,Manhattan
October 03 2017,Pit Bull,4,M,FALSE,Manhattan
October 11 2017,Cotton De Tulear,2,M,TRUE,Manhattan
October 14 2017,MASTIFF,1,M,FALSE,Manhattan
October 16 2017,Brussels Griffon,6,M,TRUE,Manhattan
October 18 2017,Pit Bull,6,F,FALSE,Manhattan
October 20 2017,Shih Tzu,5,M,TRUE,Manhattan
October 20 2017,Puggle,2,M,TRUE,Manhattan
October 17 2017,Mixed/Other,8,F,FALSE,Manhattan
October 18 2017,TERRIER CROSS,2,M,FALSE,Manhattan
October 21 2017,Doberman Pinscher,1,M,FALSE,Manhattan
October 22 2017,Labrador Retriever,5,F,TRUE,Manhattan
October 25 2017,SHIH TZU/ YORKIE,4,M,TRUE,Manhattan
October 24 2017,Shiba Inu,7,F,TRUE,Manhattan
October 18 2017,SHIH TZU MIX MALTESE,1,F,FALSE,Manhattan
October 25 2017,Mixed/Other,2,M,FALSE,Manhattan
October 26 2017,SHIH TZU MIX,11,M,TRUE,Manhattan
October 29 2017,Yorkshire Terrier,4,M,TRUE,Manhattan
October 30 2017,Maltese,14,M,TRUE,Manhattan
November 01 2017,MULTI COLLAR TERRIER,11,F,TRUE,Manhattan
October 28 2017,POTCAKE,2,F,TRUE,Manhattan
October 29 2017,Mixed/Other,7,M,TRUE,Manhattan
October 21 2017,MALTIPOO,6,M,TRUE,Manhattan
October 31 2017,Poodle; Standard,6,F,TRUE,Manhattan
November 01 2017,Chihuahua,5,M,TRUE,Manhattan
November 05 2017,Mastiff; Bull,7,M,TRUE,Manhattan
November 01 2017,Maltese,3,F,FALSE,Manhattan
November 01 2017,Boston Terrier,3,M,TRUE,Manhattan
October 30 2017,Mixed/Other,2,M,FALSE,Manhattan
October 30 2017,Mixed/Other,2,F,FALSE,Manhattan
November 05 2017,TERRIER MIX,4,M,TRUE,Manhattan
November 06 2017,Shiba Inu,7,M,TRUE,Manhattan
November 07 2017,Mixed/Other,1,M,FALSE,Manhattan
November 06 2017,Mixed/Other,3,M,FALSE,Manhattan
November 07 2017,Mixed/Other,6,M,FALSE,Manhattan
September 16 2017,American Staffordshire Terrier,3,M,TRUE,Manhattan
November 10 2017,Mixed/Other,6,M,FALSE,Manhattan
November 09 2017,American Staffordshire Terrier,3,M,TRUE,Manhattan
November 14 2017,Mixed/Other,2,M,FALSE,Manhattan
November 12 2017,Mixed/Other,9,M,FALSE,Manhattan
November 11 2017,West High White Terrier,3,M,FALSE,Manhattan
November 17 2017,TERRIER/PITBULL,3,M,FALSE,Manhattan
November 17 2017,COCKAPOO,4,M,TRUE,Manhattan
November 16 2017,Mixed/Other,5,M,FALSE,Manhattan
November 16 2017,Pit Bull,5,M,TRUE,Manhattan
November 17 2017,Staffordshire Bull Terrier,4,M,TRUE,Manhattan
November 19 2017,Pit Bull,8,F,TRUE,Manhattan
November 17 2017,LARGE MIXED BREED,5,M,FALSE,Manhattan
November 17 2017,Mixed/Other,2,F,FALSE,Manhattan
November 20 2017,Shih Tzu,4,M,TRUE,Manhattan
November 11 2017,Pit Bull,6,M,FALSE,Manhattan
November 17 2017,LARGE MIXED NAVY,5,M,FALSE,Manhattan
November 22 2017,Pit Bull,6,M,TRUE,Manhattan
November 24 2017,Golden Retriever,8,M,TRUE,Manhattan
November 23 2017,Mixed/Other,4,M,FALSE,Manhattan
November 25 2017,BULL DOG MIX,7,M,FALSE,Manhattan
November 26 2017,PIT BULL MIX,5,F,TRUE,Manhattan
November 29 2017,SHEPHERD / LABRADOR MIX,3,M,TRUE,Manhattan
November 28 2017,GERMAN SHEPHERD,5,M,TRUE,Manhattan
November 30 2017,Labrador Retriever,5,M,TRUE,Manhattan
November 29 2017,Lhasa Apso,8,F,TRUE,Manhattan
